AGID	lab_id	catalog_number	set_id	peptide_target	protein_expression
AGID00189	1203	2360	Old	CHK1	0.016625
AGID00234	1348	ab79758	Old	CHK1_pS296	-0.13949
AGID00107	903	2348	Old	CHK1_pS345	-0.19934
AGID00018	146	3440	Old	CHK2	0.17292
AGID00019	147	2197	Old	CHK2_pT68	-0.044913
AGID00527	2078	4952	Old	CIAP	0.014132
AGID00350	2018	3793	Set179	CIITA	0.0820822
AGID00434	155	9164	Old	CJUN_pS73	-0.3032
AGID00020	157	1522-1/ab32363	Old	CKIT	0.95267
AGID00400	852	NB100-91714	Old	CLAUDIN7	1.8653
AGID00466	726	3127	Old	CMET	0.21164
AGID00079	727	3129	Old	CMET_pY1235	-0.11228
AGID00167	161	9402	Old	CMYC	-0.55481
AGID00292	1656	11130-1-AP	Old	COG3	0.016847
AGID00021	171	sc-20649	Old	COLLAGENVI	0.30059
AGID00141	1069	459230	Old	COMPLEXIISUBUNIT30	NA
AGID00267	1568	3512	Set179	Connexin-43	0.03200134
AGID00269	1571	6434	Set179	Coup-TFII	-0.1836116
AGID00150	1116	4850	Set179	Cox-IV	0.8335594
AGID00195	1218	4842	Set179	Cox2	-0.1373982
AGID00188	803	05-739	Old	CRAF	0.12394
AGID00022	179	9427	Old	CRAF_pS338	0.043524
AGID00023	181	9197	Set179	Creb	-0.3897668
AGID00393	2334	9198	Set179	CREB_pS133	-1.242991
AGID00365	2155	4980	Set179	CSK	0.06919563
AGID00367	2160	9201	Set179	CtIP	-0.02308841
AGID00536	2096	ab107198	Old	CTLA4	NA
AGID00025	198	2936	Set179	Cyclin-D3	-0.03255148
AGID00024	192	1495-1/ab32053	Old	CYCLINB1	0.59678
AGID00382	194	sc-718	Old	CYCLIND1	0.31345
AGID00437	199	sc-25303	Old	CYCLINE1	0.5616
AGID00449	202	1142-1	Old	CYCLINE2	-0.36666
AGID00209	1257	ab110324	Set179	Cyclophilin-F	0.1038536
AGID00247	1379	ab48389	Set179	D-a-Tubulin	0.8653776
AGID00308	1770	GTX10524	Set179	DAPK1_pS308	-0.222932
AGID00304	1744	ab51601	Set179	DAPK2	-0.1273812
AGID00343	1980	6998	Set179	DDB-1	-0.1671507
AGID00427	2402	5583	Set179	DDR1	-0.4910632
AGID00428	2403	SAB4504671	Set179	DDR1_pY513	0.003479178
AGID00532	1273	Bast Lab	Old	DIRAS3	-0.0072933
AGID00104	891	ab76008	Old	DJ1	-0.17618
AGID02146	2452	4658	Set179	DM-Histone-H3	-0.4500415
AGID00386	1397	ab32521	Set179	DM-K9-Histone-H3	-0.06208731
AGID00352	2030	14649	Set179	DNA-Ligase-IV	0.4216027
AGID00407	2371	13609	Set179	DNA_POLG	-0.09829616
AGID00399	2344	5032	Set179	DNMT1	-0.00569599
AGID00409	2373	5391	Set179	DRP1	-0.1860167
AGID00253	1406	5149	Old	DUSP4	0.43499
AGID00334	1936	ab76310	Set179	DUSP6	-0.5608236
AGID00116	940	3218	Old	DVL3	0.44029
AGID00211	1261	sc-251	Old	E2F1	NA
AGID00148	1099	3195	Old	ECADHERIN	-0.0061861
AGID00135	1060	2332	Old	EEF2	-0.24518
AGID00136	1061	3692	Old	EEF2K	0.22846
AGID00152	1120	2232	Old	EGFR	-0.040708
AGID00450	217	2234	Old	EGFR_pY1068	-0.10217
AGID00026	221	1124-1/ab32578	Old	EGFR_pY1173	-0.10463
AGID00078	722	9742	Old	EIF4E	-0.089736
AGID00328	1871	ab76256	Set179	eIF4E_pS209	-0.6039554
AGID00154	1124	2498	Old	EIF4G	0.24448
AGID00027	228	9181	Set179	Elk1_pS383	0.118635
AGID00235	1350	M061329-2	Set179	EMA	3.120622
AGID00394	2337	3810	Set179	Enolase-1	0.08056207
AGID00395	2338	8171	Set179	Enolase-2	-0.4079768
AGID00196	1219	GTX629542	Old	ENY2	NA
AGID00438	1849	A302-024A	Set179	EphA2	0.8110752
AGID00552	2422	6347	Set179	EphA2_pS897	-0.198514
AGID00553	2423	12677	Set179	EphA2_pY588	-0.4393848
AGID00075	693	556347	Old	EPPK1	2.41
AGID00335	238	RM-9101	Old	ERALPHA	-1.5982
AGID00029	241	1091-1/ab32396	Old	ERALPHA_pS118	-0.41809
AGID00240	247	MS-671	Old	ERCC1	0.015945
AGID00239	1355	11331-1-AP	Old	ERCC5	-0.12882
AGID00484	249	sc-154	Old	ERK2	0.081046
AGID00372	2193	3552	Set179	Erk5	-0.233302
AGID00405	2369	13826	Set179	ERRalpha	0.2941228
AGID00187	1200	A303-501A	Old	ETS1	0.040974
AGID00511	2492	2593	Set179	EVI1	1.98591
AGID00485	1284	4905	Old	EZH2	NA
AGID00030	252	1700-1/ab40794	Set179	FAK	-1.002913
AGID02151	2457	8556	Set179	FAK_pY397	-0.5379192
AGID00171	1156	3180	Old	FASN	-0.95862
AGID00356	2085	500-P18/10775-082	Set179	FGF-basic	0.4866739
AGID00031	262	1574-1/ab45688	Old	FIBRONECTIN	-0.22807
AGID00339	1959	4403	Set179	FN14	0.3627079
AGID02152	2458	20459	Old	FOXM1	-0.11001
AGID00378	269	9467	Old	FOXO3A	0.29517
AGID02197	2515	orb6051	Old	FOXO3A_pS318S321	-0.13657
AGID02167	2475	PA5-64616	Set179	FRS2-alpha_pY196	-0.4192122
AGID02213	2575	ab124892	Set179	FTO	-0.4870855
AGID02141	2446	12263	Old	G6PD	-0.2276
AGID00117	943	3239	Old	GAB2	0.53448
AGID00412	274	AM4300	Old	GAPDH	-1.2723
AGID00086	764	558686	Old	GATA3	-0.65304
AGID00383	1578	4253	Old	GATA6	NA
AGID00289	1634	12601-1-AP	Set179	GCLC	0.07349146
AGID00305	1745	ab124827	Set179	GCLM	-0.4062512
AGID00212	1263	3305	Old	GCN5L2	NA
AGID00270	1579	3538	Set179	Gli1	0.6286
AGID00263	1520	ab69838	Set179	Gli3	-0.08842332
AGID00548	2530	3660	Set179	Glucocorticoid-Receptor	-0.235734
AGID00387	1617	12793	Set179	Glutamate-D1-2	-0.2465856
AGID00262	1491	ab156876	Set179	Glutaminase	0.1032867
AGID00319	1807	4275	Set179	Granzyme-B	-0.3033921
AGID00368	2169	ab183737	Set179	GRB7	0.5386014
AGID00396	2339	3593	Set179	Grp75	0.335053
AGID00174	1163	9315	Set179	GSK-3B	0.3812048
AGID00502	1082	9336	Old	GSK3_pS9	-0.73923
AGID00033	284	sc-7291	Old	GSK3ALPHABETA	0.021788
AGID00034	285	9331	Old	GSK3ALPHABETA_pS21S9	-0.90539
AGID00129	1035	3886	Old	GYS	NA
AGID00130	1036	3891	Old	GYS_pS641	NA
AGID01354	1342	9718	Set179	H2AX_pS139	-0.03241417
AGID00363	1409	MA1-2022	Set179	H2AX_pS140	0.1530708
AGID00131	1038	MS-325-P1	Old	HER2	0.62151
AGID00142	299	06-229	Old	HER2_pY1248	0.18551
AGID00110	911	sc-285	Old	HER3	-0.63615
AGID00080	728	4791	Old	HER3_pY1289	0.051792
AGID00103	890	2573	Old	HEREGULIN	0.098161
AGID00271	1582	11988	Set179	HES1	-0.03114802
AGID00397	2340	2024	Set179	Hexokinase-I	-0.08953741
AGID00442	1023	2867	Set179	Hexokinase-II	0.6334673
AGID00419	1402	610958	Old	HIF1ALPHA	NA
AGID00205	1250	ab1791	Set179	Histone-H3	-1.324164
AGID00398	2341	3377	Set179	Histone-H3_pS10	-0.6318874
AGID00332	1901	ab128959	Set179	HLA-DQA1	0.3340136
AGID00333	1902	14832-1-AP	Set179	HMHA1	0.8129864
AGID00035	321	2402	Set179	HSP27	-0.07538347
AGID00036	323	2401	Set179	HSP27_pS82	0.509977
AGID00320	1808	12165	Set179	HSP60	0.1881386
AGID00037	325	4872	Old	HSP70	-0.019627
AGID00366	2158	86630	Set179	IDO	1.028614
AGID00197	1221	3024	Old	IGF1R_pY1135Y1136	-0.086677
AGID00038	335	3922	Old	IGFBP2	-0.24463
AGID00090	793	611504	Set179	IGFBP3	0.4790951
AGID00039	336	3027	Set179	IGFRb	-1.182347
AGID00336	1949	12153	Set179	IL-6	0.06128882
AGID02221	2583	57145	Set179	IMP3	-0.3683168
AGID02153	2459	14543	Old	INPP4B	1.3975
AGID00272	1586	3025	Set179	IR-b	0.0671619
AGID00519	2519	4302	Set179	IRF-3	0.5590811
AGID00520	2520	4947	Set179	IRF-3_pS396	-0.08369766
AGID00223	1316	sc-497	Old	IRF1	0.2481
AGID00092	802	06-248	Old	IRS1	0.35557
AGID00040	371	4502	Set179	IRS2	-0.08224612
AGID00250	1394	sc-13157	Old	JAB1	-0.32764
AGID00256	1413	ab109536	Set179	Jagged1	-0.01871025
AGID00177	1166	3230	Old	JAK2	-0.066201
AGID00758	377	4671	Old	JNK_pT183Y185	0.056293
AGID02136	2439	PA5-28262	Old	JNK2	0.29371
AGID00307	1757	ab10484	Set179	KAP1	-0.2583923
AGID00528	904	2180	Old	KU80	-0.18131
AGID00375	2237	HPA028732	Set179	LAD1	1.763031
AGID00290	1643	IHC-00439	Set179	Lasu1	-0.5431559
AGID00279	1618	4108	Set179	LC3A-B	0.03603121
AGID00042	397	2752	Old	LCK	0.81003
AGID00119	976	3582	Old	LDHA	NA
AGID00533	977	ab85319	Old	LDHB	NA
AGID00529	1477	3050	Old	LKB1	0.14123
AGID00244	1367	2568	Set179	LRP6_pS1490	0.1223032
AGID00439	2424	2796	Set179	Lyn	1.019115
AGID02154	2460	4370	Old	MAPK_pT202Y204	-1.0582
AGID00198	1222	5453	Set179	Mcl-1	-0.02853047
AGID00288	1633	AB3314P	Set179	MCT4	0.3322454
AGID00175	1164	3521	Set179	MDM2_pS166	0.01862676
AGID00044	417	1235-1/ab32576	Old	MEK1	0.89446
AGID00143	1076	9154	Old	MEK1_pS217S221	-0.58567
AGID00201	1243	9125	Set179	MEK2	0.1848261
AGID00361	2118	ab51061	Set179	MelanA	0.06928054
AGID00362	2119	ab137078	Set179	Melanoma-gp100	0.0885651
AGID00337	1951	12711	Set179	MERIT40	-0.2611674
AGID00338	1952	12110	Set179	MERIT40_pS29	-0.1733286
AGID02212	2574	ab195352	Set179	METTL3	-0.1854604
AGID00225	1323	sc-20121	Set179	MIF	-0.5262993
AGID00137	1062	WH0054206M1	Old	MIG6	-0.063697
AGID00403	2117	ab20663	Set179	MITF	-0.09307648
AGID00503	1067	ab3298	Old	MITOCHONDRIA	NA
AGID00321	1809	14739	Set179	Mitofusin-1	0.162529
AGID00322	1810	11925	Set179	Mitofusin-2	-0.03950309
AGID00389	2324	3515	Set179	MLH1	0.01372347
AGID00312	1780	14993	Set179	MLKL	1.208362
AGID00402	2359	MAB3328	Set179	MMP14	-0.4649246
AGID00045	435	4022	Set179	MMP2	-0.4510933
AGID00122	1005	2195	Set179	Mnk1	0.8063833
AGID00331	1899	sc-377312	Set179	MR1	-0.4944701
AGID00273	1589	ab103319	Set179	MRAP	0.02707396
AGID00530	440	4847	Old	MRE11	-0.056492
AGID00390	905	2850	Old	MSH2	-0.53841
AGID00138	1063	22030002	Old	MSH6	-0.905
AGID00299	1675	ab76148	Set179	MSI2	0.01885609
AGID00232	1344	ab14705	Set179	MTCO1	0.9163071
AGID00046	444	2983	Old	MTOR	0.049317
AGID00047	446	2971	Old	MTOR_pS2448	-0.083537
AGID00204	1247	H00009788-M01A	Set179	MTSS1	0.7935001
AGID00401	1139	21370002	Old	MYH11	7.3047
AGID00291	1647	3403	Old	MYOSINIIA	NA
AGID00173	1160	5026	Old	MYOSINIIA_pS1943	-0.48442
AGID00318	1803	4282	Set179	Myt1	0.2222758
AGID00216	1274	5795-1/ab129189	Old	NAPSINA	NA
AGID00418	452	4061	Old	NCADHERIN	0.051407
AGID00156	1126	3217	Old	NDRG1_pT346	-0.64776
AGID02133	2436	PA5-45913	Set179	NDUFB4	-0.2057161
AGID00134	1046	22710002	Old	NF2	-0.36631
AGID00048	457	3033	Old	NFKBP65_pS536	-0.64938
AGID02155	2461	3608	Old	NOTCH1	0.011931
AGID00340	1969	4147	Set179	Notch1-cleaved	-0.123705
AGID00087	767	sc-5593	Set179	Notch3	-0.155296
AGID00258	1420	3187	Set179	NQO1	1.44146
AGID00162	1136	sc-31	Old	NRAS	-0.16551
AGID00257	1419	12721	Old	NRF2	NA
AGID00297	1669	2750	Set179	Oct-4	0.3153422
AGID00420	466	1712-1/ab40803	Old	P16INK4A	1.2598
AGID00384	470	sc-6246	Old	P21	0.28044
AGID00105	897	1591-1/ab32034	Old	P27	0.47949
AGID00096	842	AF1555	Old	P27_pT157	0.061382
AGID00099	878	ab64949	Old	P27_pT198	0.1276
AGID00181	1175	9228	Set179	p38-a	-0.1671442
AGID00098	479	9211	Old	P38_pT180Y182	-0.65745
AGID00049	478	9212	Old	P38MAPK	0.31877
AGID00151	1119	4695	Set179	p44-42-MAPK	-0.2544544
AGID00050	481	9282	Old	P53	-0.0010717
AGID00490	1187	610833	Old	P62LCKLIGAND	1.3243
AGID00545	1415	ab53039	Old	P63	NA
AGID00052	494	9205	Old	P70S6K_pT389	-0.095219
AGID00051	493	1494-1/ab32529	Old	P70S6K1	-0.27943
AGID00085	759	9347	Old	P90RSK	0.66566
AGID00531	770	9344	Old	P90RSK_pT359S363	-0.259
AGID00182	1178	9346	Set179	p90RSK_pT573	-0.6006675
AGID00053	499	612024	Old	PAI1	-0.26382
AGID00224	1322	HPA035895	Set179	PAICS	-0.2051711
AGID00323	1811	2602	Set179	PAK1	0.2677964
AGID02199	2517	PA5-69540	Set179	PAK4	-0.1958661
AGID00245	1370	4336-BPC-100	Set179	PAR	-0.06612637
AGID00374	2209	66564	Set179	PARG	-0.2220549
AGID00370	1372	sc-7150	Old	PARP1	NA
AGID00468	501	9546	Old	PARPCLEAVED	0.0663
AGID00274	1591	ab53715	Set179	Patched	-0.07758482
AGID00513	2486	60433	Set179	PAX6	-0.3122443
AGID00441	1621	9857	Set179	PAX8	-0.3106558
AGID00054	504	2542	Old	PAXILLIN	0.24893
AGID00055	509	2130	Old	PCADHERIN	-0.24355
AGID00248	511	ab29	Old	PCNA	-0.25914
AGID00413	2095	43248	Old	PDCD1	NA
AGID00094	816	600-401-965	Old	PDCD4	-0.8731
AGID00385	1225	3169	Set179	PDGFRB	0.6536519
AGID00210	1258	ab110332	Set179	PDH	1.174445
AGID00324	1817	3205	Set179	PDHA1	-0.3127129
AGID00280	1622	3820	Set179	PDHK1	-0.231479
AGID00056	515	3062	Old	PDK1	0.36156
AGID00057	516	3061	Old	PDK1_pS241	0.20207
AGID00300	1234	sc-19090	Old	PDL1	-0.10684
AGID00124	1017	2780	Old	PEA15	-0.034092
AGID00125	1018	44-836G	Old	PEA15_pS116	-0.067279
AGID00440	2429	3192	Set179	PERK	-0.1472324
AGID02207	2569	ab192876	Set179	PGM1	0.1257675
AGID00281	1623	13428	Set179	PHGDH	-0.2742234
AGID00425	2399	22789-1-AP	Set179	PHLPP	-0.2130695
AGID00226	1330	sc-376412	Set179	PI3K-p110-b	-0.009323922
AGID00093	808	4255	Old	PI3KP110ALPHA	0.25877
AGID00058	523	06-195	Old	PI3KP85	0.08076
AGID00296	1667	5675	Set179	PKA-a	-0.05304736
AGID00259	1426	9375	Set179	PKC-a-b-II_pT638_T641	0.6171263
AGID00172	529	05-154	Old	PKCALPHA	1.0395
AGID00460	530	06-822	Old	PKCALPHA_pS657	1.1028
AGID00114	932	07-875	Old	PKCDELTA_pS664	0.12968
AGID00163	1137	9371	Old	PKCPANBETAII_pS660	0.18623
AGID00126	1025	4053	Old	PKM2	NA
AGID00512	2489	5690	Set179	PLC-gamma1	-0.0463103
AGID02138	2441	GTX133463	Set179	PLC-gamma2_pY759	-0.365124
AGID00084	754	4513	Set179	PLK1	1.721379
AGID00203	1246	22510002	Set179	PMS2	0.09977754
AGID00207	1254	ab14734	Set179	Porin	-0.1650749
AGID00381	549	1483-1/ab32085	Old	PR	-0.12048
AGID00081	738	AHO1031	Set179	PRAS40	-0.08243537
AGID00082	739	44-1100G	Old	PRAS40_pT246	-0.37984
AGID00424	2398	OAAF05458	Set179	PRC1_pT481	-0.4502083
AGID00492	1205	HPA007730	Old	PRDX1	-0.19082
AGID00190	1204	ab102739	Old	PREX1	0.55916
AGID00061	566	9552	Old	PTEN	0.48951
AGID00364	2154	ab76942	Set179	PTPN12	-0.1264315
AGID00218	1290	4976	Set179	Puma	-0.4058694
AGID00200	1242	SAB2900066	Old	PYGB	NA
AGID00535	1494	ab61013	Old	PYGL	NA
AGID00202	1245	H00005837-M10	Old	PYGM	NA
AGID00275	1607	3291	Set179	Pyk2_pY402	-0.1639434
AGID00145	1083	3539	Old	RAB11	-0.10437
AGID00169	1150	4314	Old	RAB25	1.3964
AGID00342	1979	24555	Set179	Rad23A	0.01557442
AGID00261	987	05-525	Old	RAD50	0.11641
AGID00360	579	NA71	Old	RAD51	0.105
AGID00158	1128	2280	Old	RAPTOR	0.12075
AGID00059	552	9309	Old	RB	0.07002
AGID00060	557	9308	Old	RB_pS807S811	-1.099
AGID00164	1138	21390002	Old	RBM15	-0.3838
AGID00547	735	3221	Old	RET_pY905	NA
AGID00097	847	MAB3426	Set179	Rheb	-0.7546685
AGID00159	1129	2114	Old	RICTOR	2.6674
AGID00160	1130	3806	Old	RICTOR_pT1135	-0.26938
AGID00282	1624	4926	Set179	RIP	0.03493231
AGID00283	1625	13526	Set179	RIP3	-0.0189056
AGID00416	1368	2208	Set179	RPA32	-0.4040702
AGID00246	1375	A300-245A	Set179	RPA32_pS4_S8	-0.7152109
AGID00341	1978	3388	Set179	RRM1	0.05047927
AGID00344	1981	PA5-27856	Set179	RRM2	0.06439957
AGID00554	2425	8408	Set179	RSK1	0.7403785
AGID00353	2031	13018	Set179	S100A4	0.05054229
AGID00330	1874	2317	Old	S6	0.14066
AGID00062	600	2211	Old	S6_pS235S236	0.29234
AGID00063	601	2215	Old	S6_pS240S244	0.58333
AGID00157	1127	sc-58420	Old	SCD1	-0.404
AGID00230	1339	11998	Set179	SDHA	0.1203616
AGID00294	1039	ab69836	Old	SETD2	0.036277
AGID00161	1131	32-4500	Old	SF2	0.029279
AGID02179	2495	3534	Set179	SFRP1	-0.4155559
AGID00431	2411	12103	Set179	SGK1	0.1707672
AGID00430	2409	8156	Set179	SGK3	0.0483081
AGID02168	2476	bs-3413R	Old	SHC_pY317	-0.21087
AGID00376	2241	3397	Set179	SHP2	-0.6155541
AGID00183	1180	3751	Old	SHP2_pY542	-1.0028
AGID02208	2570	ab8120	Set179	SIRP-alpha	0.844573
AGID00222	1133	sc-99002	Old	SLC1A5	NA
AGID00255	1411	sc-136891	Set179	Slfn11	0.04022082
AGID00064	610	2954	Old	SMAC	-0.36595
AGID00113	922	1649-1/ab33902	Old	SMAD1	-0.24874
AGID00091	796	1735-1/ab40854	Old	SMAD3	-0.013272
AGID02160	2467	46535	Old	SMAD4	-0.31546
AGID00065	616	3895	Old	SNAIL	0.53958
AGID00325	1818	4266	Set179	SOD1	0.1133953
AGID00380	1328	13141	Set179	SOD2	0.3106841
AGID00298	1670	2748	Set179	Sox2	-0.265758
AGID00066	621	05-184	Old	SRC	0.62244
AGID02157	2463	6943	Old	SRC_pY416	0.15243
AGID00068	626	2105	Old	SRC_pY527	-0.71273
AGID00185	1197	4904	Set179	Stat3	0.2250268
AGID00388	637	9131	Old	STAT3_pY705	0.46475
AGID00069	638	1289-1/ab32043	Old	STAT5ALPHA	1.4095
AGID00077	718	1972-1/ab52630	Old	STATHMIN	0.0086544
AGID00357	2099	13647	Set179	STING	-0.07087209
AGID00128	1033	sc-1240	Old	SYK	0.43353
AGID00070	646	05-348	Set179	Tau	-1.223582
AGID00327	777	2149	Old	TAZ	-0.017482
AGID00228	1333	7495	Set179	TFAM	0.2803227
AGID00165	1140	22500002	Old	TFRC	0.14777
AGID00149	1107	S1711/ab137573	Old	TIGAR	1.3562
AGID00109	908	MS-224-P1	Old	TRANSGLUTAMINASE	-0.012577
AGID00406	2370	612344	Set179	TRAP1	0.6482983
AGID00559	2537	PA5-34561	Set179	TRIM24	0.02934446
AGID00306	1756	ab167154	Set179	TRIM25	0.405502
AGID00426	2400	PA5-52193	Set179	TRIP13	-0.5947376
AGID00155	1125	4906	Old	TSC1	0.39235
AGID00144	1081	2044-1/ab76013	Old	TTF1	NA
AGID00071	670	1613-1/ab32554	Old	TUBERIN	0.11147
AGID02194	2511	ab109403	Old	TUBERIN_pT1462	-0.26799
AGID00417	1842	ab173300	Set179	TUFM	0.1328308
AGID00238	1353	sc-81417	Set179	Twist	-0.1456225
AGID00436	1080	5585	Set179	Tyro3	-0.3184381
AGID00295	1662	5546	Set179	U-Histone-H2B	-0.03290531
AGID00214	1270	HPA005651	Set179	UBAC1	-0.05878918
AGID00351	2020	sc-136145	Set179	UBQLN4	-0.1717988
AGID00213	1267	sc-271268	Set179	UGT1A	1.175002
AGID00284	1626	6888	Set179	ULK1_pS757	-0.4335685
AGID00208	1256	MS304/ab14745	Set179	UQCRC2	0.03239862
AGID00313	1781	13115	Set179	UVRAG	0.07313172
AGID00073	678	3112	Set179	VASP	1.391247
AGID00184	1181	2502	Set179	VAV1	0.3019611
AGID00074	688	2479	Old	VEGFR2	-0.43158
AGID00421	2394	68547	Set179	VHL	-0.1627578
AGID00231	1343	SAB4200080	Set179	Vinculin	1.386414
AGID00317	1802	4936	Set179	Wee1	-0.6372224
AGID00354	2058	4910	Set179	Wee1_pS642	-0.4641622
AGID00285	1627	12124	Set179	WIPI1	1.357869
AGID00286	1628	8567	Set179	WIPI2	-0.5506925
AGID02214	2576	ab195380	Set179	WTAP	0.2602354
AGID00133	1044	sc-32136	Old	XBP1	0.18301
AGID00076	699	2042	Set179	XIAP	-0.1689834
AGID00241	1359	sc-56813	Set179	XPA	-0.9112286
AGID00349	1354	ab3299	Set179	XPF	-0.1916917
AGID02137	2440	PA5-29359	Old	XRCC1	0.051078
AGID00088	780	sc-15407	Old	YAP	0.019801
