AGID	lab_id	catalog_number	set_id	peptide_target	protein_expression
AGID00180	90	1036-1/ab32158	Old	BIM	-0.088879
AGID00221	1311	610978	Set173	BiP-GRP78	0.2568911
AGID00373	2194	07-507	Set173	BMK1-Erk5_pT218_Y220	-0.008328848
AGID00355	92	1647/ab33899	Old	BRAF	-0.37162
AGID00014	94	2696	Old	BRAF_pS445	-0.026932
AGID00445	761	9012	Old	BRCA2	0.027108
AGID00266	1567	13440	Old	BRD4	-0.64126
AGID00168	1146	2865	Set173	c-Abl_pY412	-0.120104
AGID00278	1615	3130	Set173	c-IAP2	-0.673268
AGID00345	1990	5649	Old	CA9	NA
AGID00265	1565	2862	Old	CABL	0.19331
AGID00429	2407	2679	Set173	Calnexin	0.5179538
AGID00176	1165	9496	Set173	Caspase-8-cleaved	-0.7323442
AGID00623	111	9665	Old	CASPASE3	-0.20981
AGID00015	109	9491	Old	CASPASE7CLEAVEDD198	-0.93639
AGID00118	951	9746	Old	CASPASE8	-0.35298
AGID00537	935	551246	Old	CASPASE9	NA
AGID00016	114	3238	Old	CAVEOLIN1	2.2066
AGID00358	2100	ab76000	Set173	CD134	-0.1228337
AGID00303	1737	826701	Set173	CD171	-0.7106536
AGID00410	125	1632-1/ab78237	Old	CD20	0.041063
AGID00220	1308	ab28340	Old	CD26	0.40181
AGID00191	1206	610467	Set173	CD29	-0.007933182
AGID00017	127	M0823	Old	CD31	0.22002
AGID00369	2174	ab108403	Set173	CD38	-0.2258064
AGID00359	2104	ab133616	Set173	CD4	-0.7813608
AGID00411	1398	3570	Set173	CD44	0.5544754
AGID00237	1352	M070101-2	Set173	CD45	-0.1887239
AGID00115	937	611016	Old	CD49B	-0.25057
AGID02171	2482	91882	Set173	CD86	0.8970126
AGID00329	1873	4688	Set173	cdc25C	-0.6798186
AGID00227	1332	4651	Set173	Cdc42	0.3380582
AGID00422	2396	3387	Set173	Cdc6	-0.5647255
AGID00501	1007	9112	Old	CDK1	0.15554
AGID00293	1658	ab32384	Set173	CDK1_pT14	-1.237595
AGID00314	1783	4539	Old	CDK1_pY15	-0.19187
AGID00423	2397	8064	Set173	CDT1	0.2955697
AGID02101	2348	15102	Set173	cGAS	0.0635593
AGID00447	2410	13460	Set173	CHD1L	0.06727862
AGID00189	1203	2360	Old	CHK1	0.11334
AGID00234	1348	ab79758	Old	CHK1_pS296	-0.18406
AGID00107	903	2348	Old	CHK1_pS345	0.18772
AGID00018	146	3440	Old	CHK2	-0.12013
AGID00019	147	2197	Old	CHK2_pT68	0.09922
AGID00527	2078	4952	Old	CIAP	-0.014299
AGID00350	2018	3793	Set173	CIITA	0.1121106
AGID00434	155	9164	Old	CJUN_pS73	-0.037171
AGID00020	157	1522-1/ab32363	Old	CKIT	0.73794
AGID00400	852	NB100-91714	Old	CLAUDIN7	0.83814
AGID00466	726	3127	Old	CMET	0.40959
AGID00079	727	3129	Old	CMET_pY1235	-0.040674
AGID00167	161	9402	Old	CMYC	-0.54866
AGID00292	1656	11130-1-AP	Old	COG3	-0.064813
AGID00021	171	sc-20649	Old	COLLAGENVI	0.46326
AGID00141	1069	459230	Old	COMPLEXIISUBUNIT30	NA
AGID00267	1568	3512	Set173	Connexin-43	0.5859997
AGID00269	1571	6434	Set173	Coup-TFII	-0.3407577
AGID00150	1116	4850	Set173	Cox-IV	-0.1200693
AGID00195	1218	4842	Set173	Cox2	-0.01776025
AGID00188	803	05-739	Old	CRAF	0.12762
AGID00022	179	9427	Old	CRAF_pS338	-0.030864
AGID00023	181	9197	Set173	Creb	-0.0009296344
AGID00393	2334	9198	Set173	CREB_pS133	0.5611574
AGID00365	2155	4980	Set173	CSK	0.1222372
AGID00367	2160	9201	Set173	CtIP	-0.4165026
AGID00536	2096	ab107198	Old	CTLA4	NA
AGID00025	198	2936	Set173	Cyclin-D3	-0.303053
AGID00024	192	1495-1/ab32053	Old	CYCLINB1	-2.13
AGID00382	194	sc-718	Old	CYCLIND1	0.38094
AGID00437	199	sc-25303	Old	CYCLINE1	-0.92233
AGID00449	202	1142-1	Old	CYCLINE2	-0.36473
AGID00209	1257	ab110324	Set173	Cyclophilin-F	-1.113047
AGID00247	1379	ab48389	Set173	D-a-Tubulin	0.1906699
AGID00308	1770	GTX10524	Set173	DAPK1_pS308	0.8744182
AGID00304	1744	ab51601	Set173	DAPK2	0.2341052
AGID00343	1980	6998	Set173	DDB-1	0.09011355
AGID00427	2402	5583	Set173	DDR1	1.055398
AGID00428	2403	SAB4504671	Set173	DDR1_pY513	0.3066464
AGID00532	1273	Bast Lab	Old	DIRAS3	0.033268
AGID00104	891	ab76008	Old	DJ1	0.62512
AGID02146	2452	4658	Set173	DM-Histone-H3	0.08506675
AGID00386	1397	ab32521	Set173	DM-K9-Histone-H3	-0.3518327
AGID00352	2030	14649	Set173	DNA-Ligase-IV	0.6124816
AGID00407	2371	13609	Set173	DNA_POLG	-0.2961314
AGID00399	2344	5032	Set173	DNMT1	-0.5133209
AGID00409	2373	5391	Set173	DRP1	-0.5698816
AGID00253	1406	5149	Old	DUSP4	-0.011995
AGID00334	1936	ab76310	Set173	DUSP6	1.40572
AGID00116	940	3218	Old	DVL3	0.17508
AGID00211	1261	sc-251	Old	E2F1	NA
AGID00148	1099	3195	Old	ECADHERIN	1.7394
AGID00135	1060	2332	Old	EEF2	-0.1216
AGID00136	1061	3692	Old	EEF2K	-0.3097
AGID00152	1120	2232	Old	EGFR	0.60884
AGID00450	217	2234	Old	EGFR_pY1068	0.061497
AGID00026	221	1124-1/ab32578	Old	EGFR_pY1173	0.48146
AGID00078	722	9742	Old	EIF4E	-0.59485
AGID00328	1871	ab76256	Set173	eIF4E_pS209	-0.2353072
AGID00154	1124	2498	Old	EIF4G	-0.66076
AGID00027	228	9181	Set173	Elk1_pS383	1.548647
AGID00235	1350	M061329-2	Set173	EMA	-2.337975
AGID00394	2337	3810	Set173	Enolase-1	0.1643602
AGID00395	2338	8171	Set173	Enolase-2	-0.1657337
AGID00196	1219	GTX629542	Old	ENY2	NA
AGID00438	1849	A302-024A	Set173	EphA2	0.5043115
AGID00552	2422	6347	Set173	EphA2_pS897	0.6844979
AGID00553	2423	12677	Set173	EphA2_pY588	-0.1518942
AGID00075	693	556347	Old	EPPK1	-1.0196
AGID00335	238	RM-9101	Old	ERALPHA	0.1925
AGID00029	241	1091-1/ab32396	Old	ERALPHA_pS118	0.0031131
AGID00240	247	MS-671	Old	ERCC1	0.24201
AGID00239	1355	11331-1-AP	Old	ERCC5	-0.45338
AGID00484	249	sc-154	Old	ERK2	1.1954
AGID00372	2193	3552	Set173	Erk5	0.2115859
AGID00405	2369	13826	Set173	ERRalpha	-0.5926943
AGID00187	1200	A303-501A	Old	ETS1	0.40182
AGID00511	2492	2593	Set173	EVI1	-0.08168252
AGID00485	1284	4905	Old	EZH2	NA
AGID00030	252	1700-1/ab40794	Set173	FAK	0.2715721
AGID02151	2457	8556	Set173	FAK_pY397	0.5312318
AGID00171	1156	3180	Old	FASN	-2.273
AGID00356	2085	500-P18/10775-082	Set173	FGF-basic	-2.552064
AGID00031	262	1574-1/ab45688	Old	FIBRONECTIN	2.0362
AGID00339	1959	4403	Set173	FN14	0.6893322
AGID02152	2458	20459	Old	FOXM1	-0.6974
AGID00378	269	9467	Old	FOXO3A	0.064858
AGID02197	2515	orb6051	Old	FOXO3A_pS318S321	0.12737
AGID02167	2475	PA5-64616	Set173	FRS2-alpha_pY196	-0.353914
AGID02213	2575	ab124892	Set173	FTO	-0.1994933
AGID02141	2446	12263	Old	G6PD	0.37734
AGID00117	943	3239	Old	GAB2	-0.37134
AGID00412	274	AM4300	Old	GAPDH	-1.4476
AGID00086	764	558686	Old	GATA3	-0.34666
AGID00383	1578	4253	Old	GATA6	NA
AGID00289	1634	12601-1-AP	Set173	GCLC	0.2366328
AGID00305	1745	ab124827	Set173	GCLM	-0.1540245
AGID00212	1263	3305	Old	GCN5L2	NA
AGID00270	1579	3538	Set173	Gli1	0.28055
AGID00263	1520	ab69838	Set173	Gli3	0.8034401
AGID00548	2530	3660	Set173	Glucocorticoid-Receptor	0.04784145
AGID00387	1617	12793	Set173	Glutamate-D1-2	-0.3166845
AGID00262	1491	ab156876	Set173	Glutaminase	0.5841008
AGID00319	1807	4275	Set173	Granzyme-B	-0.3961669
AGID00368	2169	ab183737	Set173	GRB7	0.3237606
AGID00396	2339	3593	Set173	Grp75	-0.6963227
AGID00174	1163	9315	Set173	GSK-3B	-0.582992
AGID00502	1082	9336	Old	GSK3_pS9	-0.013699
AGID00033	284	sc-7291	Old	GSK3ALPHABETA	-0.1973
AGID00034	285	9331	Old	GSK3ALPHABETA_pS21S9	-0.3447
AGID00129	1035	3886	Old	GYS	NA
AGID00130	1036	3891	Old	GYS_pS641	NA
AGID01354	1342	9718	Set173	H2AX_pS139	0.343428
AGID00363	1409	MA1-2022	Set173	H2AX_pS140	0.00160717
AGID00131	1038	MS-325-P1	Old	HER2	1.0091
AGID00142	299	06-229	Old	HER2_pY1248	0.4453
AGID00110	911	sc-285	Old	HER3	-0.16519
AGID00080	728	4791	Old	HER3_pY1289	0.091392
AGID00103	890	2573	Old	HEREGULIN	-0.0069547
AGID00271	1582	11988	Set173	HES1	0.2089688
AGID00397	2340	2024	Set173	Hexokinase-I	0.1362071
AGID00442	1023	2867	Set173	Hexokinase-II	0.8553531
AGID00419	1402	610958	Old	HIF1ALPHA	NA
AGID00205	1250	ab1791	Set173	Histone-H3	-0.1598002
AGID00398	2341	3377	Set173	Histone-H3_pS10	-0.5822789
AGID00332	1901	ab128959	Set173	HLA-DQA1	-0.9659758
AGID00333	1902	14832-1-AP	Set173	HMHA1	-0.3498727
AGID00035	321	2402	Set173	HSP27	0.06527613
AGID00036	323	2401	Set173	HSP27_pS82	0.2103737
AGID00320	1808	12165	Set173	HSP60	-0.4332698
AGID00037	325	4872	Old	HSP70	1.5229
AGID00366	2158	86630	Set173	IDO	0.1805448
AGID00197	1221	3024	Old	IGF1R_pY1135Y1136	-0.11128
AGID00038	335	3922	Old	IGFBP2	-0.9698
AGID00090	793	611504	Set173	IGFBP3	1.44003
AGID00039	336	3027	Set173	IGFRb	1.107987
AGID00336	1949	12153	Set173	IL-6	0.2633267
AGID02221	2583	57145	Set173	IMP3	-0.1386962
AGID02153	2459	14543	Old	INPP4B	-0.29352
AGID00272	1586	3025	Set173	IR-b	1.714157
AGID00519	2519	4302	Set173	IRF-3	0.654962
AGID00520	2520	4947	Set173	IRF-3_pS396	-0.2380647
AGID00223	1316	sc-497	Old	IRF1	-0.40672
AGID00092	802	06-248	Old	IRS1	-0.034907
AGID00040	371	4502	Set173	IRS2	0.1444477
AGID00250	1394	sc-13157	Old	JAB1	-0.37523
AGID00256	1413	ab109536	Set173	Jagged1	0.4373056
AGID00177	1166	3230	Old	JAK2	-0.030023
AGID00758	377	4671	Old	JNK_pT183Y185	0.58111
AGID02136	2439	PA5-28262	Old	JNK2	0.76053
AGID00307	1757	ab10484	Set173	KAP1	-0.1181909
AGID00528	904	2180	Old	KU80	-0.43821
AGID00375	2237	HPA028732	Set173	LAD1	-0.4643484
AGID00290	1643	IHC-00439	Set173	Lasu1	0.3063664
AGID00279	1618	4108	Set173	LC3A-B	-0.4484437
AGID00042	397	2752	Old	LCK	-0.16316
AGID00119	976	3582	Old	LDHA	NA
AGID00533	977	ab85319	Old	LDHB	NA
AGID00529	1477	3050	Old	LKB1	0.37948
AGID00244	1367	2568	Set173	LRP6_pS1490	0.2257356
AGID00439	2424	2796	Set173	Lyn	0.3159245
AGID02154	2460	4370	Old	MAPK_pT202Y204	-0.31603
AGID00198	1222	5453	Set173	Mcl-1	-0.4766182
AGID00288	1633	AB3314P	Set173	MCT4	-0.2909021
AGID00175	1164	3521	Set173	MDM2_pS166	0.7811612
AGID00044	417	1235-1/ab32576	Old	MEK1	-0.78374
AGID00143	1076	9154	Old	MEK1_pS217S221	0.38732
AGID00201	1243	9125	Set173	MEK2	0.08198004
AGID00361	2118	ab51061	Set173	MelanA	0.2127069
AGID00362	2119	ab137078	Set173	Melanoma-gp100	0.2758487
AGID00337	1951	12711	Set173	MERIT40	-0.2927905
AGID00338	1952	12110	Set173	MERIT40_pS29	-0.2610677
AGID02212	2574	ab195352	Set173	METTL3	0.4693884
AGID00225	1323	sc-20121	Set173	MIF	-0.2673661
AGID00137	1062	WH0054206M1	Old	MIG6	0.24429
AGID00403	2117	ab20663	Set173	MITF	-0.1078389
AGID00503	1067	ab3298	Old	MITOCHONDRIA	NA
AGID00321	1809	14739	Set173	Mitofusin-1	0.04061247
AGID00322	1810	11925	Set173	Mitofusin-2	-0.5824529
AGID00389	2324	3515	Set173	MLH1	-0.1885651
AGID00312	1780	14993	Set173	MLKL	1.627225
AGID00402	2359	MAB3328	Set173	MMP14	-1.206856
AGID00045	435	4022	Set173	MMP2	-0.3522515
AGID00122	1005	2195	Set173	Mnk1	-0.6701429
AGID00331	1899	sc-377312	Set173	MR1	-0.3592805
AGID00273	1589	ab103319	Set173	MRAP	0.1978977
AGID00530	440	4847	Old	MRE11	0.22297
AGID00390	905	2850	Old	MSH2	-0.093772
AGID00138	1063	22030002	Old	MSH6	-0.53251
AGID00299	1675	ab76148	Set173	MSI2	0.716311
AGID00232	1344	ab14705	Set173	MTCO1	0.01244842
AGID00046	444	2983	Old	MTOR	0.21255
AGID00047	446	2971	Old	MTOR_pS2448	0.10954
AGID00204	1247	H00009788-M01A	Set173	MTSS1	0.4071495
AGID00401	1139	21370002	Old	MYH11	-1.184
AGID00291	1647	3403	Old	MYOSINIIA	NA
AGID00173	1160	5026	Old	MYOSINIIA_pS1943	-0.11614
AGID00318	1803	4282	Set173	Myt1	-0.4441399
AGID00216	1274	5795-1/ab129189	Old	NAPSINA	NA
AGID00418	452	4061	Old	NCADHERIN	0.70873
AGID00156	1126	3217	Old	NDRG1_pT346	-0.64757
AGID02133	2436	PA5-45913	Set173	NDUFB4	-0.5040916
AGID00134	1046	22710002	Old	NF2	0.065651
AGID00048	457	3033	Old	NFKBP65_pS536	0.63396
AGID02155	2461	3608	Old	NOTCH1	-0.28091
AGID00340	1969	4147	Set173	Notch1-cleaved	0.06871158
AGID00087	767	sc-5593	Set173	Notch3	-0.1544579
AGID00258	1420	3187	Set173	NQO1	0.4528289
AGID00162	1136	sc-31	Old	NRAS	0.041301
AGID00257	1419	12721	Old	NRF2	NA
AGID00297	1669	2750	Set173	Oct-4	-0.1059511
AGID00420	466	1712-1/ab40803	Old	P16INK4A	-0.91126
AGID00384	470	sc-6246	Old	P21	-0.39336
AGID00105	897	1591-1/ab32034	Old	P27	-0.025031
AGID00096	842	AF1555	Old	P27_pT157	-0.00037293
AGID00099	878	ab64949	Old	P27_pT198	-0.26359
AGID00181	1175	9228	Set173	p38-a	-0.1007308
AGID00098	479	9211	Old	P38_pT180Y182	1.0977
AGID00049	478	9212	Old	P38MAPK	0.51617
AGID00151	1119	4695	Set173	p44-42-MAPK	0.4422917
AGID00050	481	9282	Old	P53	-0.17049
AGID00490	1187	610833	Old	P62LCKLIGAND	-0.33366
AGID00545	1415	ab53039	Old	P63	NA
AGID00052	494	9205	Old	P70S6K_pT389	-0.052066
AGID00051	493	1494-1/ab32529	Old	P70S6K1	-0.4368
AGID00085	759	9347	Old	P90RSK	0.14281
AGID00531	770	9344	Old	P90RSK_pT359S363	0.1273
AGID00182	1178	9346	Set173	p90RSK_pT573	-0.6018531
AGID00053	499	612024	Old	PAI1	-0.23625
AGID00224	1322	HPA035895	Set173	PAICS	-0.8968586
AGID00323	1811	2602	Set173	PAK1	0.5879713
AGID02199	2517	PA5-69540	Set173	PAK4	1.054028
AGID00245	1370	4336-BPC-100	Set173	PAR	-2.125607
AGID00374	2209	66564	Set173	PARG	-0.4808019
AGID00370	1372	sc-7150	Old	PARP1	NA
AGID00468	501	9546	Old	PARPCLEAVED	-0.29133
AGID00274	1591	ab53715	Set173	Patched	0.4951645
AGID00513	2486	60433	Set173	PAX6	-0.03808263
AGID00441	1621	9857	Set173	PAX8	2.726577
AGID00054	504	2542	Old	PAXILLIN	0.38891
AGID00055	509	2130	Old	PCADHERIN	0.13576
AGID00248	511	ab29	Old	PCNA	-0.68942
AGID00413	2095	43248	Old	PDCD1	NA
AGID00094	816	600-401-965	Old	PDCD4	1.5204
AGID00385	1225	3169	Set173	PDGFRB	-0.8197056
AGID00210	1258	ab110332	Set173	PDH	0.1344855
AGID00324	1817	3205	Set173	PDHA1	0.02233725
AGID00280	1622	3820	Set173	PDHK1	0.05426033
AGID00056	515	3062	Old	PDK1	-0.0086706
AGID00057	516	3061	Old	PDK1_pS241	-0.053872
AGID00300	1234	sc-19090	Old	PDL1	-0.16422
AGID00124	1017	2780	Old	PEA15	-0.15392
AGID00125	1018	44-836G	Old	PEA15_pS116	0.1459
AGID00440	2429	3192	Set173	PERK	-0.04642283
AGID02207	2569	ab192876	Set173	PGM1	0.1290544
AGID00281	1623	13428	Set173	PHGDH	0.03400564
AGID00425	2399	22789-1-AP	Set173	PHLPP	-0.1944531
AGID00226	1330	sc-376412	Set173	PI3K-p110-b	0.1783931
AGID00093	808	4255	Old	PI3KP110ALPHA	-0.014411
AGID00058	523	06-195	Old	PI3KP85	-0.0033735
AGID00296	1667	5675	Set173	PKA-a	-0.623009
AGID00259	1426	9375	Set173	PKC-a-b-II_pT638_T641	-0.1047195
AGID00172	529	05-154	Old	PKCALPHA	-0.25964
AGID00460	530	06-822	Old	PKCALPHA_pS657	-0.31516
AGID00114	932	07-875	Old	PKCDELTA_pS664	0.33497
AGID00163	1137	9371	Old	PKCPANBETAII_pS660	0.93804
AGID00126	1025	4053	Old	PKM2	NA
AGID00512	2489	5690	Set173	PLC-gamma1	0.124908
AGID02138	2441	GTX133463	Set173	PLC-gamma2_pY759	0.9104999
AGID00084	754	4513	Set173	PLK1	-1.297505
AGID00203	1246	22510002	Set173	PMS2	-0.4567414
AGID00207	1254	ab14734	Set173	Porin	-0.3295778
AGID00381	549	1483-1/ab32085	Old	PR	-0.30014
AGID00081	738	AHO1031	Set173	PRAS40	0.05980237
AGID00082	739	44-1100G	Old	PRAS40_pT246	-0.020109
AGID00424	2398	OAAF05458	Set173	PRC1_pT481	-0.1772432
AGID00492	1205	HPA007730	Old	PRDX1	0.44917
AGID00190	1204	ab102739	Old	PREX1	0.0010891
AGID00061	566	9552	Old	PTEN	0.49058
AGID00364	2154	ab76942	Set173	PTPN12	-0.7737048
AGID00218	1290	4976	Set173	Puma	0.2107839
AGID00200	1242	SAB2900066	Old	PYGB	NA
AGID00535	1494	ab61013	Old	PYGL	NA
AGID00202	1245	H00005837-M10	Old	PYGM	NA
AGID00275	1607	3291	Set173	Pyk2_pY402	0.513063
AGID00145	1083	3539	Old	RAB11	0.2775
AGID00169	1150	4314	Old	RAB25	-0.0088851
AGID00342	1979	24555	Set173	Rad23A	1.454527
AGID00261	987	05-525	Old	RAD50	0.50579
AGID00360	579	NA71	Old	RAD51	0.035707
AGID00158	1128	2280	Old	RAPTOR	0.12399
AGID00059	552	9309	Old	RB	0.35526
AGID00060	557	9308	Old	RB_pS807S811	-0.26988
AGID00164	1138	21390002	Old	RBM15	-0.24406
AGID00547	735	3221	Old	RET_pY905	NA
AGID00097	847	MAB3426	Set173	Rheb	-0.5873149
AGID00159	1129	2114	Old	RICTOR	-0.47822
AGID00160	1130	3806	Old	RICTOR_pT1135	0.12897
AGID00282	1624	4926	Set173	RIP	0.2263688
AGID00283	1625	13526	Set173	RIP3	0.07652973
AGID00416	1368	2208	Set173	RPA32	0.9173819
AGID00246	1375	A300-245A	Set173	RPA32_pS4_S8	0.1207247
AGID00341	1978	3388	Set173	RRM1	-0.1637059
AGID00344	1981	PA5-27856	Set173	RRM2	0.3366962
AGID00554	2425	8408	Set173	RSK1	0.2784433
AGID00353	2031	13018	Set173	S100A4	0.5236764
AGID00330	1874	2317	Old	S6	0.057151
AGID00062	600	2211	Old	S6_pS235S236	-0.93509
AGID00063	601	2215	Old	S6_pS240S244	-1.0299
AGID00157	1127	sc-58420	Old	SCD1	-0.097405
AGID00230	1339	11998	Set173	SDHA	0.07797502
AGID00294	1039	ab69836	Old	SETD2	-0.10196
AGID00161	1131	32-4500	Old	SF2	0.30481
AGID02179	2495	3534	Set173	SFRP1	-0.3377468
AGID00431	2411	12103	Set173	SGK1	0.3174248
AGID00430	2409	8156	Set173	SGK3	1.35595
AGID02168	2476	bs-3413R	Old	SHC_pY317	-0.16974
AGID00376	2241	3397	Set173	SHP2	-0.05167465
AGID00183	1180	3751	Old	SHP2_pY542	-0.13072
AGID02208	2570	ab8120	Set173	SIRP-alpha	-0.4525896
AGID00222	1133	sc-99002	Old	SLC1A5	NA
AGID00255	1411	sc-136891	Set173	Slfn11	0.5184634
AGID00064	610	2954	Old	SMAC	0.4764
AGID00113	922	1649-1/ab33902	Old	SMAD1	-1.1915
AGID00091	796	1735-1/ab40854	Old	SMAD3	-0.02673
AGID02160	2467	46535	Old	SMAD4	-0.16597
AGID00065	616	3895	Old	SNAIL	0.0291
AGID00325	1818	4266	Set173	SOD1	0.04873321
AGID00380	1328	13141	Set173	SOD2	-0.3667193
AGID00298	1670	2748	Set173	Sox2	-0.07413579
AGID00066	621	05-184	Old	SRC	-0.55333
AGID02157	2463	6943	Old	SRC_pY416	-0.30203
AGID00068	626	2105	Old	SRC_pY527	-0.38742
AGID00185	1197	4904	Set173	Stat3	0.1006447
AGID00388	637	9131	Old	STAT3_pY705	-0.19248
AGID00069	638	1289-1/ab32043	Old	STAT5ALPHA	0.36725
AGID00077	718	1972-1/ab52630	Old	STATHMIN	-0.10872
AGID00357	2099	13647	Set173	STING	1.85014
AGID00128	1033	sc-1240	Old	SYK	1.0125
AGID00070	646	05-348	Set173	Tau	-0.6995086
AGID00327	777	2149	Old	TAZ	-0.1771
AGID00228	1333	7495	Set173	TFAM	-0.1799752
AGID00165	1140	22500002	Old	TFRC	-1.8569
AGID00149	1107	S1711/ab137573	Old	TIGAR	1.4209
AGID00109	908	MS-224-P1	Old	TRANSGLUTAMINASE	-0.67482
AGID00406	2370	612344	Set173	TRAP1	-0.8144068
AGID00559	2537	PA5-34561	Set173	TRIM24	-0.1939785
AGID00306	1756	ab167154	Set173	TRIM25	-0.3395241
AGID00426	2400	PA5-52193	Set173	TRIP13	-0.6991026
AGID00155	1125	4906	Old	TSC1	-0.29372
AGID00144	1081	2044-1/ab76013	Old	TTF1	NA
AGID00071	670	1613-1/ab32554	Old	TUBERIN	0.03782
AGID02194	2511	ab109403	Old	TUBERIN_pT1462	-0.086924
AGID00417	1842	ab173300	Set173	TUFM	-0.3684568
AGID00238	1353	sc-81417	Set173	Twist	0.02936589
AGID00436	1080	5585	Set173	Tyro3	0.06477132
AGID00295	1662	5546	Set173	U-Histone-H2B	-0.8728816
AGID00214	1270	HPA005651	Set173	UBAC1	0.04181841
AGID00351	2020	sc-136145	Set173	UBQLN4	-0.1862142
AGID00213	1267	sc-271268	Set173	UGT1A	0.134666
AGID00284	1626	6888	Set173	ULK1_pS757	-0.1132481
AGID00208	1256	MS304/ab14745	Set173	UQCRC2	0.207008
AGID00313	1781	13115	Set173	UVRAG	-0.003082117
AGID00073	678	3112	Set173	VASP	-0.4025069
AGID00184	1181	2502	Set173	VAV1	-0.4259225
AGID00074	688	2479	Old	VEGFR2	-0.44289
AGID00421	2394	68547	Set173	VHL	-0.5194624
AGID00231	1343	SAB4200080	Set173	Vinculin	0.0986334
AGID00317	1802	4936	Set173	Wee1	-0.1834991
AGID00354	2058	4910	Set173	Wee1_pS642	-0.09333356
AGID00285	1627	12124	Set173	WIPI1	-0.03215758
AGID00286	1628	8567	Set173	WIPI2	0.3438881
AGID02214	2576	ab195380	Set173	WTAP	-0.3702312
AGID00133	1044	sc-32136	Old	XBP1	-0.069955
AGID00076	699	2042	Set173	XIAP	0.5251476
AGID00241	1359	sc-56813	Set173	XPA	-0.3898365
AGID00349	1354	ab3299	Set173	XPF	0.07764441
AGID02137	2440	PA5-29359	Old	XRCC1	-0.030753
