AGID	lab_id	catalog_number	set_id	peptide_target	protein_expression
AGID00329	1873	4688	Set179	cdc25C	-0.02318483
AGID00227	1332	4651	Set179	Cdc42	-0.1870207
AGID00422	2396	3387	Set179	Cdc6	0.2015605
AGID00501	1007	9112	Old	CDK1	0.47608
AGID00293	1658	ab32384	Set179	CDK1_pT14	-0.9511552
AGID00314	1783	4539	Old	CDK1_pY15	0.17243
AGID00423	2397	8064	Set179	CDT1	-0.7737374
AGID02101	2348	15102	Set179	cGAS	0.170396
AGID00447	2410	13460	Set179	CHD1L	0.1392641
AGID00189	1203	2360	Old	CHK1	-0.4077
AGID00234	1348	ab79758	Old	CHK1_pS296	0.20572
AGID00107	903	2348	Old	CHK1_pS345	0.032197
AGID00018	146	3440	Old	CHK2	-0.12806
AGID00019	147	2197	Old	CHK2_pT68	0.36261
AGID00527	2078	4952	Old	CIAP	-0.165
AGID00350	2018	3793	Set179	CIITA	0.3809255
AGID00434	155	9164	Old	CJUN_pS73	-0.059303
AGID00020	157	1522-1/ab32363	Old	CKIT	-0.38669
AGID00400	852	NB100-91714	Old	CLAUDIN7	-1.647
AGID00466	726	3127	Old	CMET	0.052714
AGID00079	727	3129	Old	CMET_pY1235	0.10484
AGID00167	161	9402	Old	CMYC	-0.67635
AGID00292	1656	11130-1-AP	Old	COG3	-0.74862
AGID00021	171	sc-20649	Old	COLLAGENVI	-0.070483
AGID00141	1069	459230	Old	COMPLEXIISUBUNIT30	NA
AGID00267	1568	3512	Set179	Connexin-43	0.4808594
AGID00269	1571	6434	Set179	Coup-TFII	0.1543218
AGID00150	1116	4850	Set179	Cox-IV	-0.5872295
AGID00195	1218	4842	Set179	Cox2	-0.2855814
AGID00188	803	05-739	Old	CRAF	0.090677
AGID00022	179	9427	Old	CRAF_pS338	0.45194
AGID00023	181	9197	Set179	Creb	-0.8667993
AGID00393	2334	9198	Set179	CREB_pS133	0.561231
AGID00365	2155	4980	Set179	CSK	0.737728
AGID00367	2160	9201	Set179	CtIP	-0.1476211
AGID00536	2096	ab107198	Old	CTLA4	NA
AGID00025	198	2936	Set179	Cyclin-D3	0.1669479
AGID00024	192	1495-1/ab32053	Old	CYCLINB1	-0.10596
AGID00382	194	sc-718	Old	CYCLIND1	0.088334
AGID00437	199	sc-25303	Old	CYCLINE1	0.30858
AGID00449	202	1142-1	Old	CYCLINE2	-0.084967
AGID00209	1257	ab110324	Set179	Cyclophilin-F	-1.609985
AGID00247	1379	ab48389	Set179	D-a-Tubulin	-0.12112
AGID00308	1770	GTX10524	Set179	DAPK1_pS308	1.650179
AGID00304	1744	ab51601	Set179	DAPK2	-0.06096225
AGID00343	1980	6998	Set179	DDB-1	0.2241196
AGID00427	2402	5583	Set179	DDR1	-0.6514969
AGID00428	2403	SAB4504671	Set179	DDR1_pY513	0.07257278
AGID00532	1273	Bast Lab	Old	DIRAS3	0.40259
AGID00104	891	ab76008	Old	DJ1	0.12286
AGID02146	2452	4658	Set179	DM-Histone-H3	-0.4562023
AGID00386	1397	ab32521	Set179	DM-K9-Histone-H3	0.186472
AGID00352	2030	14649	Set179	DNA-Ligase-IV	1.800026
AGID00407	2371	13609	Set179	DNA_POLG	-0.3060251
AGID00399	2344	5032	Set179	DNMT1	-0.2368955
AGID00409	2373	5391	Set179	DRP1	-0.08263297
AGID00253	1406	5149	Old	DUSP4	-0.5841
AGID00334	1936	ab76310	Set179	DUSP6	-0.2276807
AGID00116	940	3218	Old	DVL3	0.52661
AGID00211	1261	sc-251	Old	E2F1	NA
AGID00148	1099	3195	Old	ECADHERIN	-2.3441
AGID00135	1060	2332	Old	EEF2	-1.0211
AGID00136	1061	3692	Old	EEF2K	-0.61478
AGID00152	1120	2232	Old	EGFR	-0.45599
AGID00450	217	2234	Old	EGFR_pY1068	0.012171
AGID00026	221	1124-1/ab32578	Old	EGFR_pY1173	0.32636
AGID00078	722	9742	Old	EIF4E	-0.166
AGID00328	1871	ab76256	Set179	eIF4E_pS209	0.3941877
AGID00154	1124	2498	Old	EIF4G	-0.18228
AGID00027	228	9181	Set179	Elk1_pS383	0.7321953
AGID00235	1350	M061329-2	Set179	EMA	-2.892368
AGID00394	2337	3810	Set179	Enolase-1	1.627278
AGID00395	2338	8171	Set179	Enolase-2	0.6468789
AGID00196	1219	GTX629542	Old	ENY2	NA
AGID00438	1849	A302-024A	Set179	EphA2	-0.4608093
AGID00552	2422	6347	Set179	EphA2_pS897	-0.04294961
AGID00553	2423	12677	Set179	EphA2_pY588	-0.4333405
AGID00075	693	556347	Old	EPPK1	0.3
AGID00335	238	RM-9101	Old	ERALPHA	-0.8489
AGID00029	241	1091-1/ab32396	Old	ERALPHA_pS118	-0.45118
AGID00240	247	MS-671	Old	ERCC1	-0.5678
AGID00239	1355	11331-1-AP	Old	ERCC5	-0.12466
AGID00484	249	sc-154	Old	ERK2	0.50044
AGID00372	2193	3552	Set179	Erk5	0.9298778
AGID00405	2369	13826	Set179	ERRalpha	-0.1860584
AGID00187	1200	A303-501A	Old	ETS1	-0.65626
AGID00511	2492	2593	Set179	EVI1	0.2544691
AGID00485	1284	4905	Old	EZH2	NA
AGID00030	252	1700-1/ab40794	Set179	FAK	-1.167072
AGID02151	2457	8556	Set179	FAK_pY397	-0.2371313
AGID00171	1156	3180	Old	FASN	-1.8099
AGID00356	2085	500-P18/10775-082	Set179	FGF-basic	-0.02449053
AGID00031	262	1574-1/ab45688	Old	FIBRONECTIN	0.94569
AGID00339	1959	4403	Set179	FN14	-0.02336915
AGID02152	2458	20459	Old	FOXM1	0.221
AGID00378	269	9467	Old	FOXO3A	0.17914
AGID02197	2515	orb6051	Old	FOXO3A_pS318S321	0.98886
AGID02167	2475	PA5-64616	Set179	FRS2-alpha_pY196	0.06625467
AGID02213	2575	ab124892	Set179	FTO	0.08856815
AGID02141	2446	12263	Old	G6PD	0.067396
AGID00117	943	3239	Old	GAB2	0.51834
AGID00412	274	AM4300	Old	GAPDH	-0.32456
AGID00086	764	558686	Old	GATA3	-0.96553
AGID00383	1578	4253	Old	GATA6	NA
AGID00289	1634	12601-1-AP	Set179	GCLC	-0.08382106
AGID00305	1745	ab124827	Set179	GCLM	0.4757004
AGID00212	1263	3305	Old	GCN5L2	NA
AGID00270	1579	3538	Set179	Gli1	0.03891073
AGID00263	1520	ab69838	Set179	Gli3	0.4610917
AGID00548	2530	3660	Set179	Glucocorticoid-Receptor	0.6135184
AGID00387	1617	12793	Set179	Glutamate-D1-2	-0.4919962
AGID00262	1491	ab156876	Set179	Glutaminase	0.7922761
AGID00319	1807	4275	Set179	Granzyme-B	-0.8991047
AGID00368	2169	ab183737	Set179	GRB7	-0.21354
AGID00396	2339	3593	Set179	Grp75	-0.1253411
AGID00174	1163	9315	Set179	GSK-3B	-0.3906751
AGID00502	1082	9336	Old	GSK3_pS9	0.91949
AGID00033	284	sc-7291	Old	GSK3ALPHABETA	0.14231
AGID00034	285	9331	Old	GSK3ALPHABETA_pS21S9	1.0726
AGID00129	1035	3886	Old	GYS	NA
AGID00130	1036	3891	Old	GYS_pS641	NA
AGID01354	1342	9718	Set179	H2AX_pS139	-0.2116578
AGID00363	1409	MA1-2022	Set179	H2AX_pS140	0.2097479
AGID00131	1038	MS-325-P1	Old	HER2	-0.89077
AGID00142	299	06-229	Old	HER2_pY1248	-0.26708
AGID00110	911	sc-285	Old	HER3	-0.9984
AGID00080	728	4791	Old	HER3_pY1289	0.1643
AGID00103	890	2573	Old	HEREGULIN	0.36409
AGID00271	1582	11988	Set179	HES1	-0.9979398
AGID00397	2340	2024	Set179	Hexokinase-I	-0.05003333
AGID00442	1023	2867	Set179	Hexokinase-II	-2.588091
AGID00419	1402	610958	Old	HIF1ALPHA	NA
AGID00205	1250	ab1791	Set179	Histone-H3	-1.278955
AGID00398	2341	3377	Set179	Histone-H3_pS10	0.04352676
AGID00332	1901	ab128959	Set179	HLA-DQA1	0.5862239
AGID00333	1902	14832-1-AP	Set179	HMHA1	-0.175755
AGID00035	321	2402	Set179	HSP27	0.6350917
AGID00036	323	2401	Set179	HSP27_pS82	1.437419
AGID00320	1808	12165	Set179	HSP60	-0.5663143
AGID00037	325	4872	Old	HSP70	-1.1767
AGID00366	2158	86630	Set179	IDO	0.554501
AGID00197	1221	3024	Old	IGF1R_pY1135Y1136	0.36129
AGID00038	335	3922	Old	IGFBP2	-1.336
AGID00090	793	611504	Set179	IGFBP3	-0.246687
AGID00039	336	3027	Set179	IGFRb	-0.6954124
AGID00336	1949	12153	Set179	IL-6	-0.2967484
AGID02221	2583	57145	Set179	IMP3	-0.09992171
AGID02153	2459	14543	Old	INPP4B	-0.24071
AGID00272	1586	3025	Set179	IR-b	0.06128758
AGID00519	2519	4302	Set179	IRF-3	-0.129792
AGID00520	2520	4947	Set179	IRF-3_pS396	-0.01742663
AGID00223	1316	sc-497	Old	IRF1	0.19096
AGID00092	802	06-248	Old	IRS1	1.0742
AGID00040	371	4502	Set179	IRS2	-0.2528061
AGID00250	1394	sc-13157	Old	JAB1	0.21547
AGID00256	1413	ab109536	Set179	Jagged1	-0.6543352
AGID00177	1166	3230	Old	JAK2	-0.049518
AGID00758	377	4671	Old	JNK_pT183Y185	-0.23638
AGID02136	2439	PA5-28262	Old	JNK2	0.18076
AGID00307	1757	ab10484	Set179	KAP1	-0.4701486
AGID00528	904	2180	Old	KU80	-0.14816
AGID00375	2237	HPA028732	Set179	LAD1	-0.2652789
AGID00290	1643	IHC-00439	Set179	Lasu1	1.199673
AGID00279	1618	4108	Set179	LC3A-B	1.071578
AGID00042	397	2752	Old	LCK	-0.1813
AGID00119	976	3582	Old	LDHA	NA
AGID00533	977	ab85319	Old	LDHB	NA
AGID00529	1477	3050	Old	LKB1	0.12906
AGID00244	1367	2568	Set179	LRP6_pS1490	-0.4772902
AGID00439	2424	2796	Set179	Lyn	-0.1130228
AGID02154	2460	4370	Old	MAPK_pT202Y204	-0.016148
AGID00198	1222	5453	Set179	Mcl-1	-0.9681419
AGID00288	1633	AB3314P	Set179	MCT4	-0.1399441
AGID00175	1164	3521	Set179	MDM2_pS166	2.200896
AGID00044	417	1235-1/ab32576	Old	MEK1	0.54431
AGID00143	1076	9154	Old	MEK1_pS217S221	0.72654
AGID00201	1243	9125	Set179	MEK2	-0.1806551
AGID00361	2118	ab51061	Set179	MelanA	0.0449284
AGID00362	2119	ab137078	Set179	Melanoma-gp100	0.211189
AGID00337	1951	12711	Set179	MERIT40	-0.3472934
AGID00338	1952	12110	Set179	MERIT40_pS29	-0.1810844
AGID02212	2574	ab195352	Set179	METTL3	0.4250005
AGID00225	1323	sc-20121	Set179	MIF	0.7138702
AGID00137	1062	WH0054206M1	Old	MIG6	0.039032
AGID00403	2117	ab20663	Set179	MITF	0.08401805
AGID00503	1067	ab3298	Old	MITOCHONDRIA	NA
AGID00321	1809	14739	Set179	Mitofusin-1	0.5969419
AGID00322	1810	11925	Set179	Mitofusin-2	1.156912
AGID00389	2324	3515	Set179	MLH1	0.09235118
AGID00312	1780	14993	Set179	MLKL	-0.3956102
AGID00402	2359	MAB3328	Set179	MMP14	0.550153
AGID00045	435	4022	Set179	MMP2	-0.7057496
AGID00122	1005	2195	Set179	Mnk1	0.2993554
AGID00331	1899	sc-377312	Set179	MR1	-0.7135623
AGID00273	1589	ab103319	Set179	MRAP	0.7794676
AGID00530	440	4847	Old	MRE11	0.419
AGID00390	905	2850	Old	MSH2	-0.33309
AGID00138	1063	22030002	Old	MSH6	0.041077
AGID00299	1675	ab76148	Set179	MSI2	-0.96167
AGID00232	1344	ab14705	Set179	MTCO1	-0.1168182
AGID00046	444	2983	Old	MTOR	-0.21259
AGID00047	446	2971	Old	MTOR_pS2448	0.3531
AGID00204	1247	H00009788-M01A	Set179	MTSS1	-0.1350595
AGID00401	1139	21370002	Old	MYH11	0.20883
AGID00291	1647	3403	Old	MYOSINIIA	NA
AGID00173	1160	5026	Old	MYOSINIIA_pS1943	-0.3525
AGID00318	1803	4282	Set179	Myt1	0.112182
AGID00216	1274	5795-1/ab129189	Old	NAPSINA	NA
AGID00418	452	4061	Old	NCADHERIN	-0.46749
AGID00156	1126	3217	Old	NDRG1_pT346	-0.032106
AGID02133	2436	PA5-45913	Set179	NDUFB4	-0.08007125
AGID00134	1046	22710002	Old	NF2	-0.30021
AGID00048	457	3033	Old	NFKBP65_pS536	0.20031
AGID02155	2461	3608	Old	NOTCH1	-0.033593
AGID00340	1969	4147	Set179	Notch1-cleaved	-0.2915733
AGID00087	767	sc-5593	Set179	Notch3	0.02358158
AGID00258	1420	3187	Set179	NQO1	0.1985073
AGID00162	1136	sc-31	Old	NRAS	0.22687
AGID00257	1419	12721	Old	NRF2	NA
AGID00297	1669	2750	Set179	Oct-4	0.1839646
AGID00420	466	1712-1/ab40803	Old	P16INK4A	1.3703
AGID00384	470	sc-6246	Old	P21	-0.10594
AGID00105	897	1591-1/ab32034	Old	P27	1.1011
AGID00096	842	AF1555	Old	P27_pT157	0.070238
AGID00099	878	ab64949	Old	P27_pT198	-0.060183
AGID00181	1175	9228	Set179	p38-a	0.01763454
AGID00098	479	9211	Old	P38_pT180Y182	0.57388
AGID00049	478	9212	Old	P38MAPK	-0.072083
AGID00151	1119	4695	Set179	p44-42-MAPK	0.3884366
AGID00050	481	9282	Old	P53	0.025238
AGID00490	1187	610833	Old	P62LCKLIGAND	-0.12085
AGID00545	1415	ab53039	Old	P63	NA
AGID00052	494	9205	Old	P70S6K_pT389	0.062338
AGID00051	493	1494-1/ab32529	Old	P70S6K1	-0.19255
AGID00085	759	9347	Old	P90RSK	0.14507
AGID00531	770	9344	Old	P90RSK_pT359S363	-0.34728
AGID00182	1178	9346	Set179	p90RSK_pT573	-0.7248431
AGID00053	499	612024	Old	PAI1	-0.43028
AGID00224	1322	HPA035895	Set179	PAICS	-0.9208875
AGID00323	1811	2602	Set179	PAK1	-0.2057355
AGID02199	2517	PA5-69540	Set179	PAK4	0.2603126
AGID00245	1370	4336-BPC-100	Set179	PAR	0.4248328
AGID00374	2209	66564	Set179	PARG	-0.7524591
AGID00370	1372	sc-7150	Old	PARP1	NA
AGID00468	501	9546	Old	PARPCLEAVED	0.21405
AGID00274	1591	ab53715	Set179	Patched	0.6831071
AGID00513	2486	60433	Set179	PAX6	2.005983
AGID00441	1621	9857	Set179	PAX8	0.3711175
AGID00054	504	2542	Old	PAXILLIN	1.0974
AGID00055	509	2130	Old	PCADHERIN	0.12534
AGID00248	511	ab29	Old	PCNA	0.059098
AGID00413	2095	43248	Old	PDCD1	NA
AGID00094	816	600-401-965	Old	PDCD4	-1.1064
AGID00385	1225	3169	Set179	PDGFRB	-0.06585639
AGID00210	1258	ab110332	Set179	PDH	0.1198021
AGID00324	1817	3205	Set179	PDHA1	0.7344517
AGID00280	1622	3820	Set179	PDHK1	0.1968766
AGID00056	515	3062	Old	PDK1	0.20586
AGID00057	516	3061	Old	PDK1_pS241	0.16357
AGID00300	1234	sc-19090	Old	PDL1	0.28439
AGID00124	1017	2780	Old	PEA15	0.15949
AGID00125	1018	44-836G	Old	PEA15_pS116	-0.5183
AGID00440	2429	3192	Set179	PERK	-0.663527
AGID02207	2569	ab192876	Set179	PGM1	0.8167281
AGID00281	1623	13428	Set179	PHGDH	0.6393257
AGID00425	2399	22789-1-AP	Set179	PHLPP	0.4770277
AGID00226	1330	sc-376412	Set179	PI3K-p110-b	-0.1265058
AGID00093	808	4255	Old	PI3KP110ALPHA	0.36889
AGID00058	523	06-195	Old	PI3KP85	-0.28478
AGID00296	1667	5675	Set179	PKA-a	0.7012379
AGID00259	1426	9375	Set179	PKC-a-b-II_pT638_T641	0.8316059
AGID00172	529	05-154	Old	PKCALPHA	0.29608
AGID00460	530	06-822	Old	PKCALPHA_pS657	0.23978
AGID00114	932	07-875	Old	PKCDELTA_pS664	0.21276
AGID00163	1137	9371	Old	PKCPANBETAII_pS660	0.51168
AGID00126	1025	4053	Old	PKM2	NA
AGID00512	2489	5690	Set179	PLC-gamma1	1.486399
AGID02138	2441	GTX133463	Set179	PLC-gamma2_pY759	0.2199428
AGID00084	754	4513	Set179	PLK1	-1.087308
AGID00203	1246	22510002	Set179	PMS2	-0.5261611
AGID00207	1254	ab14734	Set179	Porin	-0.1017212
AGID00381	549	1483-1/ab32085	Old	PR	0.57047
AGID00081	738	AHO1031	Set179	PRAS40	-0.1673285
AGID00082	739	44-1100G	Old	PRAS40_pT246	0.25986
AGID00424	2398	OAAF05458	Set179	PRC1_pT481	0.6991214
AGID00492	1205	HPA007730	Old	PRDX1	-0.5323
AGID00190	1204	ab102739	Old	PREX1	-0.28191
AGID00061	566	9552	Old	PTEN	-0.24678
AGID00364	2154	ab76942	Set179	PTPN12	-0.2047557
AGID00218	1290	4976	Set179	Puma	-0.7189286
AGID00200	1242	SAB2900066	Old	PYGB	NA
AGID00535	1494	ab61013	Old	PYGL	NA
AGID00202	1245	H00005837-M10	Old	PYGM	NA
AGID00275	1607	3291	Set179	Pyk2_pY402	-0.3145687
AGID00145	1083	3539	Old	RAB11	-0.43953
AGID00169	1150	4314	Old	RAB25	1.5881
AGID00342	1979	24555	Set179	Rad23A	0.92591
AGID00261	987	05-525	Old	RAD50	0.69451
AGID00360	579	NA71	Old	RAD51	0.31379
AGID00158	1128	2280	Old	RAPTOR	-0.031722
AGID00059	552	9309	Old	RB	0.033158
AGID00060	557	9308	Old	RB_pS807S811	-1.2824
AGID00164	1138	21390002	Old	RBM15	-0.61568
AGID00547	735	3221	Old	RET_pY905	NA
AGID00097	847	MAB3426	Set179	Rheb	-0.3898598
AGID00159	1129	2114	Old	RICTOR	5.9397
AGID00160	1130	3806	Old	RICTOR_pT1135	0.63048
AGID00282	1624	4926	Set179	RIP	0.5465066
AGID00283	1625	13526	Set179	RIP3	0.2067814
AGID00416	1368	2208	Set179	RPA32	0.5390271
AGID00246	1375	A300-245A	Set179	RPA32_pS4_S8	0.631581
AGID00341	1978	3388	Set179	RRM1	-0.04689422
AGID00344	1981	PA5-27856	Set179	RRM2	2.339175
AGID00554	2425	8408	Set179	RSK1	-0.01781565
AGID00353	2031	13018	Set179	S100A4	-0.5260071
AGID00330	1874	2317	Old	S6	-0.82779
AGID00062	600	2211	Old	S6_pS235S236	-1.0532
AGID00063	601	2215	Old	S6_pS240S244	-1.0543
AGID00157	1127	sc-58420	Old	SCD1	-0.17686
AGID00230	1339	11998	Set179	SDHA	-0.1345205
AGID00294	1039	ab69836	Old	SETD2	0.23825
AGID00161	1131	32-4500	Old	SF2	0.34348
AGID02179	2495	3534	Set179	SFRP1	-0.2361862
AGID00431	2411	12103	Set179	SGK1	0.3867418
AGID00430	2409	8156	Set179	SGK3	0.7787613
AGID02168	2476	bs-3413R	Old	SHC_pY317	-0.089987
AGID00376	2241	3397	Set179	SHP2	0.3939437
AGID00183	1180	3751	Old	SHP2_pY542	-0.20701
AGID02208	2570	ab8120	Set179	SIRP-alpha	-0.6776433
AGID00222	1133	sc-99002	Old	SLC1A5	NA
AGID00255	1411	sc-136891	Set179	Slfn11	1.104418
AGID00064	610	2954	Old	SMAC	-1.1499
AGID00113	922	1649-1/ab33902	Old	SMAD1	-0.23985
AGID00091	796	1735-1/ab40854	Old	SMAD3	0.091374
AGID02160	2467	46535	Old	SMAD4	0.37472
AGID00065	616	3895	Old	SNAIL	0.078314
AGID00325	1818	4266	Set179	SOD1	0.846515
AGID00380	1328	13141	Set179	SOD2	0.4851792
AGID00298	1670	2748	Set179	Sox2	-0.03729904
AGID00066	621	05-184	Old	SRC	0.27678
AGID02157	2463	6943	Old	SRC_pY416	-1.5344
AGID00068	626	2105	Old	SRC_pY527	0.18653
AGID00185	1197	4904	Set179	Stat3	-0.1803915
AGID00388	637	9131	Old	STAT3_pY705	-0.060043
AGID00069	638	1289-1/ab32043	Old	STAT5ALPHA	-0.070615
AGID00077	718	1972-1/ab52630	Old	STATHMIN	0.38413
AGID00357	2099	13647	Set179	STING	0.8796378
AGID00128	1033	sc-1240	Old	SYK	-0.83447
AGID00070	646	05-348	Set179	Tau	2.13261
AGID00327	777	2149	Old	TAZ	-0.075582
AGID00228	1333	7495	Set179	TFAM	-1.052904
AGID00165	1140	22500002	Old	TFRC	-1.1116
AGID00149	1107	S1711/ab137573	Old	TIGAR	-0.52512
AGID00109	908	MS-224-P1	Old	TRANSGLUTAMINASE	0.17472
AGID00406	2370	612344	Set179	TRAP1	-1.051209
AGID00559	2537	PA5-34561	Set179	TRIM24	-0.04321945
AGID00306	1756	ab167154	Set179	TRIM25	-0.9404418
AGID00426	2400	PA5-52193	Set179	TRIP13	0.6102922
AGID00155	1125	4906	Old	TSC1	0.94296
AGID00144	1081	2044-1/ab76013	Old	TTF1	NA
AGID00071	670	1613-1/ab32554	Old	TUBERIN	0.015442
AGID02194	2511	ab109403	Old	TUBERIN_pT1462	0.3125
AGID00417	1842	ab173300	Set179	TUFM	0.9809748
AGID00238	1353	sc-81417	Set179	Twist	0.03817948
AGID00436	1080	5585	Set179	Tyro3	0.2037446
AGID00295	1662	5546	Set179	U-Histone-H2B	-0.3751659
AGID00214	1270	HPA005651	Set179	UBAC1	0.1628271
AGID00351	2020	sc-136145	Set179	UBQLN4	-0.4025082
AGID00213	1267	sc-271268	Set179	UGT1A	-0.02096891
AGID00284	1626	6888	Set179	ULK1_pS757	-0.1100052
AGID00208	1256	MS304/ab14745	Set179	UQCRC2	0.3895999
AGID00313	1781	13115	Set179	UVRAG	-0.08486171
AGID00073	678	3112	Set179	VASP	0.8356126
AGID00184	1181	2502	Set179	VAV1	-1.164309
AGID00074	688	2479	Old	VEGFR2	0.16198
AGID00421	2394	68547	Set179	VHL	-0.3947497
AGID00231	1343	SAB4200080	Set179	Vinculin	1.99016
AGID00317	1802	4936	Set179	Wee1	-0.1435061
AGID00354	2058	4910	Set179	Wee1_pS642	-0.1806485
AGID00285	1627	12124	Set179	WIPI1	1.370876
AGID00286	1628	8567	Set179	WIPI2	0.06452399
AGID02214	2576	ab195380	Set179	WTAP	-0.3869198
AGID00133	1044	sc-32136	Old	XBP1	0.51407
AGID00076	699	2042	Set179	XIAP	-0.6142528
AGID00241	1359	sc-56813	Set179	XPA	-0.8575334
AGID00349	1354	ab3299	Set179	XPF	-0.3656698
AGID02137	2440	PA5-29359	Old	XRCC1	-0.36608
AGID00088	780	sc-15407	Old	YAP	0.36905
