AGID	lab_id	catalog_number	set_id	peptide_target	protein_expression
AGID02101	2348	15102	Set179	cGAS	0.2963822
AGID00447	2410	13460	Set179	CHD1L	-0.6325361
AGID00189	1203	2360	Old	CHK1	0.52629
AGID00234	1348	ab79758	Old	CHK1_pS296	0.0027321
AGID00107	903	2348	Old	CHK1_pS345	0.067783
AGID00018	146	3440	Old	CHK2	0.17646
AGID00019	147	2197	Old	CHK2_pT68	0.11907
AGID00527	2078	4952	Old	CIAP	-0.29644
AGID00350	2018	3793	Set179	CIITA	0.1646105
AGID00434	155	9164	Old	CJUN_pS73	-0.31628
AGID00020	157	1522-1/ab32363	Old	CKIT	0.12565
AGID00400	852	NB100-91714	Old	CLAUDIN7	0.38498
AGID00466	726	3127	Old	CMET	-0.11736
AGID00079	727	3129	Old	CMET_pY1235	-0.18323
AGID00167	161	9402	Old	CMYC	-0.56067
AGID00292	1656	11130-1-AP	Old	COG3	-0.36676
AGID00021	171	sc-20649	Old	COLLAGENVI	0.12502
AGID00141	1069	459230	Old	COMPLEXIISUBUNIT30	NA
AGID00267	1568	3512	Set179	Connexin-43	-0.5140372
AGID00269	1571	6434	Set179	Coup-TFII	-0.6685664
AGID00150	1116	4850	Set179	Cox-IV	0.8118443
AGID00195	1218	4842	Set179	Cox2	0.01573224
AGID00188	803	05-739	Old	CRAF	-0.061995
AGID00022	179	9427	Old	CRAF_pS338	0.29935
AGID00023	181	9197	Set179	Creb	-0.06868798
AGID00393	2334	9198	Set179	CREB_pS133	-1.331882
AGID00365	2155	4980	Set179	CSK	-0.2668892
AGID00367	2160	9201	Set179	CtIP	0.08452444
AGID00536	2096	ab107198	Old	CTLA4	NA
AGID00025	198	2936	Set179	Cyclin-D3	0.05069669
AGID00024	192	1495-1/ab32053	Old	CYCLINB1	0.84128
AGID00382	194	sc-718	Old	CYCLIND1	0.79288
AGID00437	199	sc-25303	Old	CYCLINE1	2.7175
AGID00449	202	1142-1	Old	CYCLINE2	-0.082157
AGID00209	1257	ab110324	Set179	Cyclophilin-F	0.2075455
AGID00247	1379	ab48389	Set179	D-a-Tubulin	0.09738911
AGID00308	1770	GTX10524	Set179	DAPK1_pS308	-0.06354963
AGID00304	1744	ab51601	Set179	DAPK2	0.2398577
AGID00343	1980	6998	Set179	DDB-1	0.4361123
AGID00427	2402	5583	Set179	DDR1	-0.5990281
AGID00428	2403	SAB4504671	Set179	DDR1_pY513	0.3346067
AGID00532	1273	Bast Lab	Old	DIRAS3	0.063195
AGID00104	891	ab76008	Old	DJ1	0.10428
AGID02146	2452	4658	Set179	DM-Histone-H3	-0.009018509
AGID00386	1397	ab32521	Set179	DM-K9-Histone-H3	-0.1071265
AGID00352	2030	14649	Set179	DNA-Ligase-IV	0.2515475
AGID00407	2371	13609	Set179	DNA_POLG	-1.320378
AGID00399	2344	5032	Set179	DNMT1	-0.4533056
AGID00409	2373	5391	Set179	DRP1	-0.1076682
AGID00253	1406	5149	Old	DUSP4	-0.54358
AGID00334	1936	ab76310	Set179	DUSP6	-0.4971049
AGID00116	940	3218	Old	DVL3	-0.0053365
AGID00211	1261	sc-251	Old	E2F1	NA
AGID00148	1099	3195	Old	ECADHERIN	-0.87841
AGID00135	1060	2332	Old	EEF2	0.76292
AGID00136	1061	3692	Old	EEF2K	-0.77627
AGID00152	1120	2232	Old	EGFR	0.22299
AGID00450	217	2234	Old	EGFR_pY1068	-0.017356
AGID00026	221	1124-1/ab32578	Old	EGFR_pY1173	-0.068359
AGID00078	722	9742	Old	EIF4E	0.25457
AGID00328	1871	ab76256	Set179	eIF4E_pS209	0.02943629
AGID00154	1124	2498	Old	EIF4G	-0.43264
AGID00027	228	9181	Set179	Elk1_pS383	-0.3454821
AGID00235	1350	M061329-2	Set179	EMA	0.1735662
AGID00394	2337	3810	Set179	Enolase-1	0.4986507
AGID00395	2338	8171	Set179	Enolase-2	-0.6187202
AGID00196	1219	GTX629542	Old	ENY2	NA
AGID00438	1849	A302-024A	Set179	EphA2	0.07066447
AGID00552	2422	6347	Set179	EphA2_pS897	-0.3995081
AGID00553	2423	12677	Set179	EphA2_pY588	-0.1179835
AGID00075	693	556347	Old	EPPK1	-0.22916
AGID00335	238	RM-9101	Old	ERALPHA	-1.8008
AGID00029	241	1091-1/ab32396	Old	ERALPHA_pS118	-0.45597
AGID00240	247	MS-671	Old	ERCC1	-0.099451
AGID00239	1355	11331-1-AP	Old	ERCC5	-1.2037
AGID00484	249	sc-154	Old	ERK2	1.2037
AGID00372	2193	3552	Set179	Erk5	-0.8349416
AGID00405	2369	13826	Set179	ERRalpha	-0.05497851
AGID00187	1200	A303-501A	Old	ETS1	1.6488
AGID00511	2492	2593	Set179	EVI1	-0.1827225
AGID00485	1284	4905	Old	EZH2	NA
AGID00030	252	1700-1/ab40794	Set179	FAK	-1.275327
AGID02151	2457	8556	Set179	FAK_pY397	-0.2111882
AGID00171	1156	3180	Old	FASN	-0.97167
AGID00356	2085	500-P18/10775-082	Set179	FGF-basic	0.04096605
AGID00031	262	1574-1/ab45688	Old	FIBRONECTIN	0.38518
AGID00339	1959	4403	Set179	FN14	0.1646345
AGID02152	2458	20459	Old	FOXM1	-0.42948
AGID00378	269	9467	Old	FOXO3A	0.065657
AGID02197	2515	orb6051	Old	FOXO3A_pS318S321	0.034505
AGID02167	2475	PA5-64616	Set179	FRS2-alpha_pY196	-0.221545
AGID02213	2575	ab124892	Set179	FTO	0.02460999
AGID02141	2446	12263	Old	G6PD	1.0649
AGID00117	943	3239	Old	GAB2	0.085002
AGID00412	274	AM4300	Old	GAPDH	-0.40247
AGID00086	764	558686	Old	GATA3	-0.38156
AGID00383	1578	4253	Old	GATA6	NA
AGID00289	1634	12601-1-AP	Set179	GCLC	-0.6623172
AGID00305	1745	ab124827	Set179	GCLM	-0.01577591
AGID00212	1263	3305	Old	GCN5L2	NA
AGID00270	1579	3538	Set179	Gli1	0.09719823
AGID00263	1520	ab69838	Set179	Gli3	-0.3236399
AGID00548	2530	3660	Set179	Glucocorticoid-Receptor	-1.246416
AGID00387	1617	12793	Set179	Glutamate-D1-2	0.1348254
AGID00262	1491	ab156876	Set179	Glutaminase	0.1799704
AGID00319	1807	4275	Set179	Granzyme-B	0.1770967
AGID00368	2169	ab183737	Set179	GRB7	0.06720655
AGID00396	2339	3593	Set179	Grp75	0.4254899
AGID00174	1163	9315	Set179	GSK-3B	-0.09578745
AGID00502	1082	9336	Old	GSK3_pS9	-0.75751
AGID00033	284	sc-7291	Old	GSK3ALPHABETA	-0.042002
AGID00034	285	9331	Old	GSK3ALPHABETA_pS21S9	-0.65207
AGID00129	1035	3886	Old	GYS	NA
AGID00130	1036	3891	Old	GYS_pS641	NA
AGID01354	1342	9718	Set179	H2AX_pS139	0.02843578
AGID00363	1409	MA1-2022	Set179	H2AX_pS140	0.1741727
AGID00131	1038	MS-325-P1	Old	HER2	-0.53044
AGID00142	299	06-229	Old	HER2_pY1248	-0.055574
AGID00110	911	sc-285	Old	HER3	-0.09125
AGID00080	728	4791	Old	HER3_pY1289	0.214
AGID00103	890	2573	Old	HEREGULIN	0.095576
AGID00271	1582	11988	Set179	HES1	-0.1097042
AGID00397	2340	2024	Set179	Hexokinase-I	-0.3204557
AGID00442	1023	2867	Set179	Hexokinase-II	-2.453559
AGID00419	1402	610958	Old	HIF1ALPHA	NA
AGID00205	1250	ab1791	Set179	Histone-H3	-1.862879
AGID00398	2341	3377	Set179	Histone-H3_pS10	-0.823608
AGID00332	1901	ab128959	Set179	HLA-DQA1	-0.3445373
AGID00333	1902	14832-1-AP	Set179	HMHA1	-1.241402
AGID00035	321	2402	Set179	HSP27	0.05044194
AGID00036	323	2401	Set179	HSP27_pS82	-0.7872212
AGID00320	1808	12165	Set179	HSP60	0.9002581
AGID00037	325	4872	Old	HSP70	1.7394
AGID00366	2158	86630	Set179	IDO	1.436517
AGID00197	1221	3024	Old	IGF1R_pY1135Y1136	-0.018443
AGID00038	335	3922	Old	IGFBP2	0.070193
AGID00090	793	611504	Set179	IGFBP3	0.6643445
AGID00039	336	3027	Set179	IGFRb	-1.446515
AGID00336	1949	12153	Set179	IL-6	0.3868069
AGID02221	2583	57145	Set179	IMP3	0.06552694
AGID02153	2459	14543	Old	INPP4B	-0.24658
AGID00272	1586	3025	Set179	IR-b	-1.002659
AGID00519	2519	4302	Set179	IRF-3	0.6178438
AGID00520	2520	4947	Set179	IRF-3_pS396	0.2233736
AGID00223	1316	sc-497	Old	IRF1	-0.22505
AGID00092	802	06-248	Old	IRS1	0.25053
AGID00040	371	4502	Set179	IRS2	-0.7423868
AGID00250	1394	sc-13157	Old	JAB1	-0.32425
AGID00256	1413	ab109536	Set179	Jagged1	-0.03862704
AGID00177	1166	3230	Old	JAK2	-0.091311
AGID00758	377	4671	Old	JNK_pT183Y185	0.092612
AGID02136	2439	PA5-28262	Old	JNK2	0.68675
AGID00307	1757	ab10484	Set179	KAP1	-0.8630032
AGID00528	904	2180	Old	KU80	0.029395
AGID00375	2237	HPA028732	Set179	LAD1	1.282214
AGID00290	1643	IHC-00439	Set179	Lasu1	-0.6357346
AGID00279	1618	4108	Set179	LC3A-B	-0.04370243
AGID00042	397	2752	Old	LCK	0.10545
AGID00119	976	3582	Old	LDHA	NA
AGID00533	977	ab85319	Old	LDHB	NA
AGID00529	1477	3050	Old	LKB1	0.14243
AGID00244	1367	2568	Set179	LRP6_pS1490	0.07288514
AGID00439	2424	2796	Set179	Lyn	0.1517785
AGID02154	2460	4370	Old	MAPK_pT202Y204	-0.7915
AGID00198	1222	5453	Set179	Mcl-1	0.001131994
AGID00288	1633	AB3314P	Set179	MCT4	0.6930307
AGID00175	1164	3521	Set179	MDM2_pS166	-0.437012
AGID00044	417	1235-1/ab32576	Old	MEK1	0.78317
AGID00143	1076	9154	Old	MEK1_pS217S221	0.0076733
AGID00201	1243	9125	Set179	MEK2	0.1193018
AGID00361	2118	ab51061	Set179	MelanA	0.1684019
AGID00362	2119	ab137078	Set179	Melanoma-gp100	0.4416522
AGID00337	1951	12711	Set179	MERIT40	0.1841388
AGID00338	1952	12110	Set179	MERIT40_pS29	-0.1605705
AGID02212	2574	ab195352	Set179	METTL3	-0.1517551
AGID00225	1323	sc-20121	Set179	MIF	-0.07843099
AGID00137	1062	WH0054206M1	Old	MIG6	-0.012623
AGID00403	2117	ab20663	Set179	MITF	-0.2032425
AGID00503	1067	ab3298	Old	MITOCHONDRIA	NA
AGID00321	1809	14739	Set179	Mitofusin-1	0.2373208
AGID00322	1810	11925	Set179	Mitofusin-2	-0.6609136
AGID00389	2324	3515	Set179	MLH1	-0.7254284
AGID00312	1780	14993	Set179	MLKL	0.2054713
AGID00402	2359	MAB3328	Set179	MMP14	-0.5539465
AGID00045	435	4022	Set179	MMP2	-0.2315742
AGID00122	1005	2195	Set179	Mnk1	0.8164716
AGID00331	1899	sc-377312	Set179	MR1	-0.02663812
AGID00273	1589	ab103319	Set179	MRAP	0.1077128
AGID00530	440	4847	Old	MRE11	0.11528
AGID00390	905	2850	Old	MSH2	-0.59114
AGID00138	1063	22030002	Old	MSH6	-0.29241
AGID00299	1675	ab76148	Set179	MSI2	-0.03125148
AGID00232	1344	ab14705	Set179	MTCO1	1.418827
AGID00046	444	2983	Old	MTOR	-0.29801
AGID00047	446	2971	Old	MTOR_pS2448	-0.021638
AGID00204	1247	H00009788-M01A	Set179	MTSS1	0.307216
AGID00401	1139	21370002	Old	MYH11	8.0231
AGID00291	1647	3403	Old	MYOSINIIA	NA
AGID00173	1160	5026	Old	MYOSINIIA_pS1943	1.201
AGID00318	1803	4282	Set179	Myt1	-0.2989628
AGID00216	1274	5795-1/ab129189	Old	NAPSINA	NA
AGID00418	452	4061	Old	NCADHERIN	0.72505
AGID00156	1126	3217	Old	NDRG1_pT346	-1.0014
AGID02133	2436	PA5-45913	Set179	NDUFB4	0.02865956
AGID00134	1046	22710002	Old	NF2	0.12012
AGID00048	457	3033	Old	NFKBP65_pS536	-0.47769
AGID02155	2461	3608	Old	NOTCH1	0.04715
AGID00340	1969	4147	Set179	Notch1-cleaved	0.1748391
AGID00087	767	sc-5593	Set179	Notch3	-0.07315451
AGID00258	1420	3187	Set179	NQO1	-1.579871
AGID00162	1136	sc-31	Old	NRAS	0.0016369
AGID00257	1419	12721	Old	NRF2	NA
AGID00297	1669	2750	Set179	Oct-4	-0.1539372
AGID00420	466	1712-1/ab40803	Old	P16INK4A	1.2819
AGID00384	470	sc-6246	Old	P21	-0.13999
AGID00105	897	1591-1/ab32034	Old	P27	-0.025988
AGID00096	842	AF1555	Old	P27_pT157	0.28621
AGID00099	878	ab64949	Old	P27_pT198	0.093977
AGID00181	1175	9228	Set179	p38-a	-0.6792607
AGID00098	479	9211	Old	P38_pT180Y182	-0.37723
AGID00049	478	9212	Old	P38MAPK	-0.12723
AGID00151	1119	4695	Set179	p44-42-MAPK	-0.01327263
AGID00050	481	9282	Old	P53	1.0128
AGID00490	1187	610833	Old	P62LCKLIGAND	-0.4729
AGID00545	1415	ab53039	Old	P63	NA
AGID00052	494	9205	Old	P70S6K_pT389	0.033071
AGID00051	493	1494-1/ab32529	Old	P70S6K1	-0.33841
AGID00085	759	9347	Old	P90RSK	-0.50386
AGID00531	770	9344	Old	P90RSK_pT359S363	-0.49271
AGID00182	1178	9346	Set179	p90RSK_pT573	-0.1180582
AGID00053	499	612024	Old	PAI1	-0.49063
AGID00224	1322	HPA035895	Set179	PAICS	0.1058957
AGID00323	1811	2602	Set179	PAK1	1.497074
AGID02199	2517	PA5-69540	Set179	PAK4	0.4364379
AGID00245	1370	4336-BPC-100	Set179	PAR	-0.6417766
AGID00374	2209	66564	Set179	PARG	-0.244082
AGID00370	1372	sc-7150	Old	PARP1	NA
AGID00468	501	9546	Old	PARPCLEAVED	-0.45452
AGID00274	1591	ab53715	Set179	Patched	0.03090355
AGID00513	2486	60433	Set179	PAX6	0.07620882
AGID00441	1621	9857	Set179	PAX8	-0.4938552
AGID00054	504	2542	Old	PAXILLIN	0.9395
AGID00055	509	2130	Old	PCADHERIN	-0.19456
AGID00248	511	ab29	Old	PCNA	0.25054
AGID00413	2095	43248	Old	PDCD1	NA
AGID00094	816	600-401-965	Old	PDCD4	-0.60432
AGID00385	1225	3169	Set179	PDGFRB	-0.0451733
AGID00210	1258	ab110332	Set179	PDH	0.0519147
AGID00324	1817	3205	Set179	PDHA1	0.6601967
AGID00280	1622	3820	Set179	PDHK1	0.0775494
AGID00056	515	3062	Old	PDK1	0.067098
AGID00057	516	3061	Old	PDK1_pS241	-0.59954
AGID00300	1234	sc-19090	Old	PDL1	0.34962
AGID00124	1017	2780	Old	PEA15	0.43592
AGID00125	1018	44-836G	Old	PEA15_pS116	3.2176
AGID00440	2429	3192	Set179	PERK	-0.7877787
AGID02207	2569	ab192876	Set179	PGM1	0.36881
AGID00281	1623	13428	Set179	PHGDH	0.1236514
AGID00425	2399	22789-1-AP	Set179	PHLPP	-0.4080131
AGID00226	1330	sc-376412	Set179	PI3K-p110-b	0.2021678
AGID00093	808	4255	Old	PI3KP110ALPHA	-0.2219
AGID00058	523	06-195	Old	PI3KP85	0.16197
AGID00296	1667	5675	Set179	PKA-a	-0.4889084
AGID00259	1426	9375	Set179	PKC-a-b-II_pT638_T641	-0.1995889
AGID00172	529	05-154	Old	PKCALPHA	0.46579
AGID00460	530	06-822	Old	PKCALPHA_pS657	0.39701
AGID00114	932	07-875	Old	PKCDELTA_pS664	-0.0039131
AGID00163	1137	9371	Old	PKCPANBETAII_pS660	0.016211
AGID00126	1025	4053	Old	PKM2	NA
AGID00512	2489	5690	Set179	PLC-gamma1	-0.857705
AGID02138	2441	GTX133463	Set179	PLC-gamma2_pY759	0.607602
AGID00084	754	4513	Set179	PLK1	-0.04363654
AGID00203	1246	22510002	Set179	PMS2	-0.5799024
AGID00207	1254	ab14734	Set179	Porin	-0.236637
AGID00381	549	1483-1/ab32085	Old	PR	-0.084169
AGID00081	738	AHO1031	Set179	PRAS40	0.01738625
AGID00082	739	44-1100G	Old	PRAS40_pT246	-0.5355
AGID00424	2398	OAAF05458	Set179	PRC1_pT481	-0.450914
AGID00492	1205	HPA007730	Old	PRDX1	0.023212
AGID00190	1204	ab102739	Old	PREX1	-0.13331
AGID00061	566	9552	Old	PTEN	-0.16341
AGID00364	2154	ab76942	Set179	PTPN12	-0.3656095
AGID00218	1290	4976	Set179	Puma	-0.5147137
AGID00200	1242	SAB2900066	Old	PYGB	NA
AGID00535	1494	ab61013	Old	PYGL	NA
AGID00202	1245	H00005837-M10	Old	PYGM	NA
AGID00275	1607	3291	Set179	Pyk2_pY402	0.14273
AGID00145	1083	3539	Old	RAB11	0.88047
AGID00169	1150	4314	Old	RAB25	-0.040325
AGID00342	1979	24555	Set179	Rad23A	-0.3326423
AGID00261	987	05-525	Old	RAD50	1.0047
AGID00360	579	NA71	Old	RAD51	0.76297
AGID00158	1128	2280	Old	RAPTOR	-0.19867
AGID00059	552	9309	Old	RB	-0.0028818
AGID00060	557	9308	Old	RB_pS807S811	-0.47884
AGID00164	1138	21390002	Old	RBM15	-0.72413
AGID00547	735	3221	Old	RET_pY905	NA
AGID00097	847	MAB3426	Set179	Rheb	-0.721696
AGID00159	1129	2114	Old	RICTOR	2.3161
AGID00160	1130	3806	Old	RICTOR_pT1135	-0.13659
AGID00282	1624	4926	Set179	RIP	-0.8532907
AGID00283	1625	13526	Set179	RIP3	0.1543843
AGID00416	1368	2208	Set179	RPA32	0.1327464
AGID00246	1375	A300-245A	Set179	RPA32_pS4_S8	-0.8494048
AGID00341	1978	3388	Set179	RRM1	0.1039543
AGID00344	1981	PA5-27856	Set179	RRM2	0.9938097
AGID00554	2425	8408	Set179	RSK1	-0.8768089
AGID00353	2031	13018	Set179	S100A4	0.5855746
AGID00330	1874	2317	Old	S6	-0.5155
AGID00062	600	2211	Old	S6_pS235S236	-0.87767
AGID00063	601	2215	Old	S6_pS240S244	-0.028736
AGID00157	1127	sc-58420	Old	SCD1	-0.1172
AGID00230	1339	11998	Set179	SDHA	0.4132829
AGID00294	1039	ab69836	Old	SETD2	-0.28185
AGID00161	1131	32-4500	Old	SF2	-0.097318
AGID02179	2495	3534	Set179	SFRP1	-0.3021762
AGID00431	2411	12103	Set179	SGK1	-0.03354958
AGID00430	2409	8156	Set179	SGK3	-0.1955284
AGID02168	2476	bs-3413R	Old	SHC_pY317	-0.45745
AGID00376	2241	3397	Set179	SHP2	-0.6197773
AGID00183	1180	3751	Old	SHP2_pY542	-0.94859
AGID02208	2570	ab8120	Set179	SIRP-alpha	0.6489744
AGID00222	1133	sc-99002	Old	SLC1A5	NA
AGID00255	1411	sc-136891	Set179	Slfn11	-0.2024948
AGID00064	610	2954	Old	SMAC	-0.32638
AGID00113	922	1649-1/ab33902	Old	SMAD1	-0.40611
AGID00091	796	1735-1/ab40854	Old	SMAD3	0.62803
AGID02160	2467	46535	Old	SMAD4	-0.25092
AGID00065	616	3895	Old	SNAIL	-0.098172
AGID00325	1818	4266	Set179	SOD1	0.3689083
AGID00380	1328	13141	Set179	SOD2	1.295414
AGID00298	1670	2748	Set179	Sox2	0.665957
AGID00066	621	05-184	Old	SRC	-0.19436
AGID02157	2463	6943	Old	SRC_pY416	0.3982
AGID00068	626	2105	Old	SRC_pY527	-0.81008
AGID00185	1197	4904	Set179	Stat3	-1.227532
AGID00388	637	9131	Old	STAT3_pY705	0.11314
AGID00069	638	1289-1/ab32043	Old	STAT5ALPHA	-0.58979
AGID00077	718	1972-1/ab52630	Old	STATHMIN	0.19337
AGID00357	2099	13647	Set179	STING	-0.9498434
AGID00128	1033	sc-1240	Old	SYK	-0.081755
AGID00070	646	05-348	Set179	Tau	-1.398243
AGID00327	777	2149	Old	TAZ	0.13574
AGID00228	1333	7495	Set179	TFAM	0.569543
AGID00165	1140	22500002	Old	TFRC	1.2556
AGID00149	1107	S1711/ab137573	Old	TIGAR	1.6923
AGID00109	908	MS-224-P1	Old	TRANSGLUTAMINASE	1.415
AGID00406	2370	612344	Set179	TRAP1	-0.4501983
AGID00559	2537	PA5-34561	Set179	TRIM24	-0.03571203
AGID00306	1756	ab167154	Set179	TRIM25	-1.098606
AGID00426	2400	PA5-52193	Set179	TRIP13	0.0206559
AGID00155	1125	4906	Old	TSC1	0.25069
AGID00144	1081	2044-1/ab76013	Old	TTF1	NA
AGID00071	670	1613-1/ab32554	Old	TUBERIN	-0.11756
AGID02194	2511	ab109403	Old	TUBERIN_pT1462	-0.21563
AGID00417	1842	ab173300	Set179	TUFM	-1.108854
AGID00238	1353	sc-81417	Set179	Twist	0.1838478
AGID00436	1080	5585	Set179	Tyro3	-0.2475382
AGID00295	1662	5546	Set179	U-Histone-H2B	-1.582961
AGID00214	1270	HPA005651	Set179	UBAC1	-0.04249
AGID00351	2020	sc-136145	Set179	UBQLN4	0.1174869
AGID00213	1267	sc-271268	Set179	UGT1A	0.1019226
AGID00284	1626	6888	Set179	ULK1_pS757	0.03096744
AGID00208	1256	MS304/ab14745	Set179	UQCRC2	-0.1184255
AGID00313	1781	13115	Set179	UVRAG	-0.09643151
AGID00073	678	3112	Set179	VASP	1.35244
AGID00184	1181	2502	Set179	VAV1	-2.006038
AGID00074	688	2479	Old	VEGFR2	-0.19425
AGID00421	2394	68547	Set179	VHL	-0.1915252
AGID00231	1343	SAB4200080	Set179	Vinculin	0.777193
AGID00317	1802	4936	Set179	Wee1	-0.7387248
AGID00354	2058	4910	Set179	Wee1_pS642	-0.07505073
AGID00285	1627	12124	Set179	WIPI1	-0.2148855
AGID00286	1628	8567	Set179	WIPI2	-0.03804017
AGID02214	2576	ab195380	Set179	WTAP	1.154077
AGID00133	1044	sc-32136	Old	XBP1	-0.007961
AGID00076	699	2042	Set179	XIAP	-0.9016185
AGID00241	1359	sc-56813	Set179	XPA	-1.038242
AGID00349	1354	ab3299	Set179	XPF	-0.2280988
AGID02137	2440	PA5-29359	Old	XRCC1	0.15153
