AGID	lab_id	catalog_number	set_id	peptide_target	protein_expression
AGID00293	1658	ab32384	Set179	CDK1_pT14	-0.6754615
AGID00314	1783	4539	Old	CDK1_pY15	0.61275
AGID00423	2397	8064	Set179	CDT1	0.1715057
AGID02101	2348	15102	Set179	cGAS	-0.421888
AGID00447	2410	13460	Set179	CHD1L	0.1720387
AGID00189	1203	2360	Old	CHK1	-0.186
AGID00234	1348	ab79758	Old	CHK1_pS296	-0.018805
AGID00107	903	2348	Old	CHK1_pS345	0.058013
AGID00018	146	3440	Old	CHK2	0.034198
AGID00019	147	2197	Old	CHK2_pT68	0.28213
AGID00527	2078	4952	Old	CIAP	0.11627
AGID00350	2018	3793	Set179	CIITA	0.7615677
AGID00434	155	9164	Old	CJUN_pS73	-0.63467
AGID00020	157	1522-1/ab32363	Old	CKIT	0.25471
AGID00400	852	NB100-91714	Old	CLAUDIN7	1.3879
AGID00466	726	3127	Old	CMET	0.069547
AGID00079	727	3129	Old	CMET_pY1235	0.098513
AGID00167	161	9402	Old	CMYC	-0.45785
AGID00292	1656	11130-1-AP	Old	COG3	-0.53409
AGID00021	171	sc-20649	Old	COLLAGENVI	0.60547
AGID00141	1069	459230	Old	COMPLEXIISUBUNIT30	NA
AGID00267	1568	3512	Set179	Connexin-43	-2.976258
AGID00269	1571	6434	Set179	Coup-TFII	0.1711476
AGID00150	1116	4850	Set179	Cox-IV	1.754016
AGID00195	1218	4842	Set179	Cox2	1.945958
AGID00188	803	05-739	Old	CRAF	-0.57958
AGID00022	179	9427	Old	CRAF_pS338	0.51428
AGID00023	181	9197	Set179	Creb	-0.07944811
AGID00393	2334	9198	Set179	CREB_pS133	-1.284381
AGID00365	2155	4980	Set179	CSK	-0.759743
AGID00367	2160	9201	Set179	CtIP	0.1559728
AGID00536	2096	ab107198	Old	CTLA4	NA
AGID00025	198	2936	Set179	Cyclin-D3	0.6447249
AGID00024	192	1495-1/ab32053	Old	CYCLINB1	-0.59834
AGID00382	194	sc-718	Old	CYCLIND1	0.53005
AGID00437	199	sc-25303	Old	CYCLINE1	-0.43073
AGID00449	202	1142-1	Old	CYCLINE2	-0.24577
AGID00209	1257	ab110324	Set179	Cyclophilin-F	3.272829
AGID00247	1379	ab48389	Set179	D-a-Tubulin	0.7290045
AGID00308	1770	GTX10524	Set179	DAPK1_pS308	0.2689371
AGID00304	1744	ab51601	Set179	DAPK2	0.438821
AGID00343	1980	6998	Set179	DDB-1	0.1776983
AGID00427	2402	5583	Set179	DDR1	-0.6070453
AGID00428	2403	SAB4504671	Set179	DDR1_pY513	0.2980837
AGID00532	1273	Bast Lab	Old	DIRAS3	-0.085782
AGID00104	891	ab76008	Old	DJ1	0.10288
AGID02146	2452	4658	Set179	DM-Histone-H3	0.0217247
AGID00386	1397	ab32521	Set179	DM-K9-Histone-H3	0.2532446
AGID00352	2030	14649	Set179	DNA-Ligase-IV	-1.211314
AGID00407	2371	13609	Set179	DNA_POLG	-0.6952705
AGID00399	2344	5032	Set179	DNMT1	-1.250173
AGID00409	2373	5391	Set179	DRP1	-0.3241549
AGID00253	1406	5149	Old	DUSP4	0.8732
AGID00334	1936	ab76310	Set179	DUSP6	-0.677104
AGID00116	940	3218	Old	DVL3	-0.72776
AGID00211	1261	sc-251	Old	E2F1	NA
AGID00148	1099	3195	Old	ECADHERIN	-2.2184
AGID00135	1060	2332	Old	EEF2	-1.0258
AGID00136	1061	3692	Old	EEF2K	-1.5693
AGID00152	1120	2232	Old	EGFR	-0.62187
AGID00450	217	2234	Old	EGFR_pY1068	-0.46187
AGID00026	221	1124-1/ab32578	Old	EGFR_pY1173	0.021281
AGID00078	722	9742	Old	EIF4E	0.57051
AGID00328	1871	ab76256	Set179	eIF4E_pS209	0.2392496
AGID00154	1124	2498	Old	EIF4G	-1.9741
AGID00027	228	9181	Set179	Elk1_pS383	-0.2721058
AGID00235	1350	M061329-2	Set179	EMA	2.982122
AGID00394	2337	3810	Set179	Enolase-1	1.078349
AGID00395	2338	8171	Set179	Enolase-2	-1.037746
AGID00196	1219	GTX629542	Old	ENY2	NA
AGID00438	1849	A302-024A	Set179	EphA2	0.272883
AGID00552	2422	6347	Set179	EphA2_pS897	0.04547791
AGID00553	2423	12677	Set179	EphA2_pY588	0.2211978
AGID00075	693	556347	Old	EPPK1	-2.0895
AGID00335	238	RM-9101	Old	ERALPHA	-1.741
AGID00029	241	1091-1/ab32396	Old	ERALPHA_pS118	-0.44436
AGID00240	247	MS-671	Old	ERCC1	-1.5961
AGID00239	1355	11331-1-AP	Old	ERCC5	0.75866
AGID00484	249	sc-154	Old	ERK2	-0.59295
AGID00372	2193	3552	Set179	Erk5	-1.847494
AGID00405	2369	13826	Set179	ERRalpha	-0.389178
AGID00187	1200	A303-501A	Old	ETS1	0.68831
AGID00511	2492	2593	Set179	EVI1	-0.2518389
AGID00485	1284	4905	Old	EZH2	NA
AGID00030	252	1700-1/ab40794	Set179	FAK	-1.3429
AGID02151	2457	8556	Set179	FAK_pY397	-0.1873125
AGID00171	1156	3180	Old	FASN	-0.487
AGID00356	2085	500-P18/10775-082	Set179	FGF-basic	1.023392
AGID00031	262	1574-1/ab45688	Old	FIBRONECTIN	0.33278
AGID00339	1959	4403	Set179	FN14	1.319696
AGID02152	2458	20459	Old	FOXM1	-0.42159
AGID00378	269	9467	Old	FOXO3A	0.055494
AGID02197	2515	orb6051	Old	FOXO3A_pS318S321	-0.0041246
AGID02167	2475	PA5-64616	Set179	FRS2-alpha_pY196	-0.02890214
AGID02213	2575	ab124892	Set179	FTO	-0.9252667
AGID02141	2446	12263	Old	G6PD	0.078014
AGID00117	943	3239	Old	GAB2	-1.2758
AGID00412	274	AM4300	Old	GAPDH	1.3459
AGID00086	764	558686	Old	GATA3	-0.3486
AGID00383	1578	4253	Old	GATA6	NA
AGID00289	1634	12601-1-AP	Set179	GCLC	-0.8538207
AGID00305	1745	ab124827	Set179	GCLM	-0.4819004
AGID00212	1263	3305	Old	GCN5L2	NA
AGID00270	1579	3538	Set179	Gli1	0.4169262
AGID00263	1520	ab69838	Set179	Gli3	-0.1539468
AGID00548	2530	3660	Set179	Glucocorticoid-Receptor	-1.68653
AGID00387	1617	12793	Set179	Glutamate-D1-2	-1.328433
AGID00262	1491	ab156876	Set179	Glutaminase	-0.1829119
AGID00319	1807	4275	Set179	Granzyme-B	0.7912703
AGID00368	2169	ab183737	Set179	GRB7	-0.07949437
AGID00396	2339	3593	Set179	Grp75	-0.5884666
AGID00174	1163	9315	Set179	GSK-3B	-2.904663
AGID00502	1082	9336	Old	GSK3_pS9	-1.0297
AGID00033	284	sc-7291	Old	GSK3ALPHABETA	-0.38775
AGID00034	285	9331	Old	GSK3ALPHABETA_pS21S9	-0.4647
AGID00129	1035	3886	Old	GYS	NA
AGID00130	1036	3891	Old	GYS_pS641	NA
AGID01354	1342	9718	Set179	H2AX_pS139	0.002772405
AGID00363	1409	MA1-2022	Set179	H2AX_pS140	0.2534706
AGID00131	1038	MS-325-P1	Old	HER2	-1.7155
AGID00142	299	06-229	Old	HER2_pY1248	0.17899
AGID00110	911	sc-285	Old	HER3	-0.97624
AGID00080	728	4791	Old	HER3_pY1289	0.12719
AGID00103	890	2573	Old	HEREGULIN	0.37542
AGID00271	1582	11988	Set179	HES1	-0.5739646
AGID00397	2340	2024	Set179	Hexokinase-I	-0.7696169
AGID00442	1023	2867	Set179	Hexokinase-II	-0.04938066
AGID00419	1402	610958	Old	HIF1ALPHA	NA
AGID00205	1250	ab1791	Set179	Histone-H3	-1.102735
AGID00398	2341	3377	Set179	Histone-H3_pS10	0.5981689
AGID00332	1901	ab128959	Set179	HLA-DQA1	2.363083
AGID00333	1902	14832-1-AP	Set179	HMHA1	-1.301566
AGID00035	321	2402	Set179	HSP27	0.6365362
AGID00036	323	2401	Set179	HSP27_pS82	0.5208065
AGID00320	1808	12165	Set179	HSP60	-0.3907349
AGID00037	325	4872	Old	HSP70	0.78194
AGID00366	2158	86630	Set179	IDO	2.31704
AGID00197	1221	3024	Old	IGF1R_pY1135Y1136	0.18129
AGID00038	335	3922	Old	IGFBP2	0.089774
AGID00090	793	611504	Set179	IGFBP3	1.034963
AGID00039	336	3027	Set179	IGFRb	-1.639084
AGID00336	1949	12153	Set179	IL-6	0.6597064
AGID02221	2583	57145	Set179	IMP3	-0.2735696
AGID02153	2459	14543	Old	INPP4B	0.0068149
AGID00272	1586	3025	Set179	IR-b	-1.566192
AGID00519	2519	4302	Set179	IRF-3	1.245599
AGID00520	2520	4947	Set179	IRF-3_pS396	0.1862801
AGID00223	1316	sc-497	Old	IRF1	0.33357
AGID00092	802	06-248	Old	IRS1	0.20745
AGID00040	371	4502	Set179	IRS2	-0.6249383
AGID00250	1394	sc-13157	Old	JAB1	-0.23245
AGID00256	1413	ab109536	Set179	Jagged1	-0.2579964
AGID00177	1166	3230	Old	JAK2	-0.53432
AGID00758	377	4671	Old	JNK_pT183Y185	0.27294
AGID02136	2439	PA5-28262	Old	JNK2	-0.74607
AGID00307	1757	ab10484	Set179	KAP1	-1.07012
AGID00528	904	2180	Old	KU80	-0.74025
AGID00375	2237	HPA028732	Set179	LAD1	1.104052
AGID00290	1643	IHC-00439	Set179	Lasu1	-1.423911
AGID00279	1618	4108	Set179	LC3A-B	1.117853
AGID00042	397	2752	Old	LCK	0.013143
AGID00119	976	3582	Old	LDHA	NA
AGID00533	977	ab85319	Old	LDHB	NA
AGID00529	1477	3050	Old	LKB1	0.45725
AGID00244	1367	2568	Set179	LRP6_pS1490	0.3950915
AGID00439	2424	2796	Set179	Lyn	0.6100845
AGID02154	2460	4370	Old	MAPK_pT202Y204	1.0592
AGID00198	1222	5453	Set179	Mcl-1	0.9431616
AGID00288	1633	AB3314P	Set179	MCT4	0.6220707
AGID00175	1164	3521	Set179	MDM2_pS166	-0.1586452
AGID00044	417	1235-1/ab32576	Old	MEK1	0.3611
AGID00143	1076	9154	Old	MEK1_pS217S221	0.5378
AGID00201	1243	9125	Set179	MEK2	1.04976
AGID00361	2118	ab51061	Set179	MelanA	0.1440939
AGID00362	2119	ab137078	Set179	Melanoma-gp100	0.5926745
AGID00337	1951	12711	Set179	MERIT40	-1.492839
AGID00338	1952	12110	Set179	MERIT40_pS29	-0.1434069
AGID02212	2574	ab195352	Set179	METTL3	-1.035813
AGID00225	1323	sc-20121	Set179	MIF	0.7882995
AGID00137	1062	WH0054206M1	Old	MIG6	0.24523
AGID00403	2117	ab20663	Set179	MITF	0.6306735
AGID00503	1067	ab3298	Old	MITOCHONDRIA	NA
AGID00321	1809	14739	Set179	Mitofusin-1	1.232271
AGID00322	1810	11925	Set179	Mitofusin-2	-2.47533
AGID00389	2324	3515	Set179	MLH1	-0.6972998
AGID00312	1780	14993	Set179	MLKL	-0.2660246
AGID00402	2359	MAB3328	Set179	MMP14	-1.595321
AGID00045	435	4022	Set179	MMP2	-0.06462238
AGID00122	1005	2195	Set179	Mnk1	0.6077654
AGID00331	1899	sc-377312	Set179	MR1	0.3941712
AGID00273	1589	ab103319	Set179	MRAP	0.04928954
AGID00530	440	4847	Old	MRE11	0.19283
AGID00390	905	2850	Old	MSH2	-0.84338
AGID00138	1063	22030002	Old	MSH6	-1.3159
AGID00299	1675	ab76148	Set179	MSI2	-0.9043102
AGID00232	1344	ab14705	Set179	MTCO1	-2.393338
AGID00046	444	2983	Old	MTOR	-0.80722
AGID00047	446	2971	Old	MTOR_pS2448	-0.13696
AGID00204	1247	H00009788-M01A	Set179	MTSS1	0.7702376
AGID00401	1139	21370002	Old	MYH11	2.6894
AGID00291	1647	3403	Old	MYOSINIIA	NA
AGID00173	1160	5026	Old	MYOSINIIA_pS1943	0.76417
AGID00318	1803	4282	Set179	Myt1	1.007721
AGID00216	1274	5795-1/ab129189	Old	NAPSINA	NA
AGID00418	452	4061	Old	NCADHERIN	0.32973
AGID00156	1126	3217	Old	NDRG1_pT346	0.78291
AGID02133	2436	PA5-45913	Set179	NDUFB4	1.154868
AGID00134	1046	22710002	Old	NF2	-1.3364
AGID00048	457	3033	Old	NFKBP65_pS536	0.030831
AGID02155	2461	3608	Old	NOTCH1	-0.081598
AGID00340	1969	4147	Set179	Notch1-cleaved	0.35159
AGID00087	767	sc-5593	Set179	Notch3	0.142153
AGID00258	1420	3187	Set179	NQO1	0.3495407
AGID00162	1136	sc-31	Old	NRAS	0.059975
AGID00257	1419	12721	Old	NRF2	NA
AGID00297	1669	2750	Set179	Oct-4	0.04082023
AGID00420	466	1712-1/ab40803	Old	P16INK4A	0.24605
AGID00384	470	sc-6246	Old	P21	0.91181
AGID00105	897	1591-1/ab32034	Old	P27	0.073654
AGID00096	842	AF1555	Old	P27_pT157	0.21192
AGID00099	878	ab64949	Old	P27_pT198	0.2508
AGID00181	1175	9228	Set179	p38-a	1.037352
AGID00098	479	9211	Old	P38_pT180Y182	0.75151
AGID00049	478	9212	Old	P38MAPK	0.048285
AGID00151	1119	4695	Set179	p44-42-MAPK	-1.141031
AGID00050	481	9282	Old	P53	-0.43205
AGID00490	1187	610833	Old	P62LCKLIGAND	-0.69716
AGID00545	1415	ab53039	Old	P63	NA
AGID00052	494	9205	Old	P70S6K_pT389	-0.0023461
AGID00051	493	1494-1/ab32529	Old	P70S6K1	-0.80799
AGID00085	759	9347	Old	P90RSK	-0.76363
AGID00531	770	9344	Old	P90RSK_pT359S363	-0.49115
AGID00182	1178	9346	Set179	p90RSK_pT573	-0.2840972
AGID00053	499	612024	Old	PAI1	1.0189
AGID00224	1322	HPA035895	Set179	PAICS	-0.2851369
AGID00323	1811	2602	Set179	PAK1	0.004412656
AGID02199	2517	PA5-69540	Set179	PAK4	-0.9473739
AGID00245	1370	4336-BPC-100	Set179	PAR	-2.455624
AGID00374	2209	66564	Set179	PARG	-0.2020205
AGID00370	1372	sc-7150	Old	PARP1	NA
AGID00468	501	9546	Old	PARPCLEAVED	-0.5486
AGID00274	1591	ab53715	Set179	Patched	0.06504237
AGID00513	2486	60433	Set179	PAX6	-0.03276845
AGID00441	1621	9857	Set179	PAX8	0.1393092
AGID00054	504	2542	Old	PAXILLIN	-1.4999
AGID00055	509	2130	Old	PCADHERIN	-0.44328
AGID00248	511	ab29	Old	PCNA	0.89796
AGID00413	2095	43248	Old	PDCD1	NA
AGID00094	816	600-401-965	Old	PDCD4	-0.47412
AGID00385	1225	3169	Set179	PDGFRB	0.4835142
AGID00210	1258	ab110332	Set179	PDH	-0.1453862
AGID00324	1817	3205	Set179	PDHA1	-0.008016
AGID00280	1622	3820	Set179	PDHK1	-1.578799
AGID00056	515	3062	Old	PDK1	0.98353
AGID00057	516	3061	Old	PDK1_pS241	-0.38993
AGID00300	1234	sc-19090	Old	PDL1	0.10258
AGID00124	1017	2780	Old	PEA15	0.47352
AGID00125	1018	44-836G	Old	PEA15_pS116	0.88945
AGID00440	2429	3192	Set179	PERK	-0.06514726
AGID02207	2569	ab192876	Set179	PGM1	0.06964428
AGID00281	1623	13428	Set179	PHGDH	0.09507817
AGID00425	2399	22789-1-AP	Set179	PHLPP	-0.4045598
AGID00226	1330	sc-376412	Set179	PI3K-p110-b	0.8379004
AGID00093	808	4255	Old	PI3KP110ALPHA	-0.3648
AGID00058	523	06-195	Old	PI3KP85	-0.32737
AGID00296	1667	5675	Set179	PKA-a	-0.1035376
AGID00259	1426	9375	Set179	PKC-a-b-II_pT638_T641	-0.2761085
AGID00172	529	05-154	Old	PKCALPHA	0.1816
AGID00460	530	06-822	Old	PKCALPHA_pS657	1.012
AGID00114	932	07-875	Old	PKCDELTA_pS664	0.14939
AGID00163	1137	9371	Old	PKCPANBETAII_pS660	-0.59691
AGID00126	1025	4053	Old	PKM2	NA
AGID00512	2489	5690	Set179	PLC-gamma1	-3.28884
AGID02138	2441	GTX133463	Set179	PLC-gamma2_pY759	2.167464
AGID00084	754	4513	Set179	PLK1	-0.6253274
AGID00203	1246	22510002	Set179	PMS2	-1.273633
AGID00207	1254	ab14734	Set179	Porin	0.0005439455
AGID00381	549	1483-1/ab32085	Old	PR	-0.072971
AGID00081	738	AHO1031	Set179	PRAS40	-0.02002847
AGID00082	739	44-1100G	Old	PRAS40_pT246	-0.19523
AGID00424	2398	OAAF05458	Set179	PRC1_pT481	-0.0459823
AGID00492	1205	HPA007730	Old	PRDX1	0.47456
AGID00190	1204	ab102739	Old	PREX1	0.79204
AGID00061	566	9552	Old	PTEN	-1.0755
AGID00364	2154	ab76942	Set179	PTPN12	-0.5651978
AGID00218	1290	4976	Set179	Puma	0.6224508
AGID00200	1242	SAB2900066	Old	PYGB	NA
AGID00535	1494	ab61013	Old	PYGL	NA
AGID00202	1245	H00005837-M10	Old	PYGM	NA
AGID00275	1607	3291	Set179	Pyk2_pY402	0.7016391
AGID00145	1083	3539	Old	RAB11	0.9635
AGID00169	1150	4314	Old	RAB25	0.56788
AGID00342	1979	24555	Set179	Rad23A	0.7077441
AGID00261	987	05-525	Old	RAD50	-1.4175
AGID00360	579	NA71	Old	RAD51	0.69497
AGID00158	1128	2280	Old	RAPTOR	-0.83865
AGID00059	552	9309	Old	RB	0.27935
AGID00060	557	9308	Old	RB_pS807S811	0.35891
AGID00164	1138	21390002	Old	RBM15	-2.1876
AGID00547	735	3221	Old	RET_pY905	NA
AGID00097	847	MAB3426	Set179	Rheb	0.8847796
AGID00159	1129	2114	Old	RICTOR	-0.80989
AGID00160	1130	3806	Old	RICTOR_pT1135	0.062637
AGID00282	1624	4926	Set179	RIP	-1.681557
AGID00283	1625	13526	Set179	RIP3	0.4831292
AGID00416	1368	2208	Set179	RPA32	0.1582897
AGID00246	1375	A300-245A	Set179	RPA32_pS4_S8	-1.008416
AGID00341	1978	3388	Set179	RRM1	0.1551642
AGID00344	1981	PA5-27856	Set179	RRM2	-0.2921291
AGID00554	2425	8408	Set179	RSK1	-0.984752
AGID00353	2031	13018	Set179	S100A4	0.7502287
AGID00330	1874	2317	Old	S6	-2.8239
AGID00062	600	2211	Old	S6_pS235S236	-0.86452
AGID00063	601	2215	Old	S6_pS240S244	-0.59031
AGID00157	1127	sc-58420	Old	SCD1	-0.086127
AGID00230	1339	11998	Set179	SDHA	0.3038575
AGID00294	1039	ab69836	Old	SETD2	-0.15113
AGID00161	1131	32-4500	Old	SF2	0.31684
AGID02179	2495	3534	Set179	SFRP1	-0.3358781
AGID00431	2411	12103	Set179	SGK1	-0.1723333
AGID00430	2409	8156	Set179	SGK3	-0.3964335
AGID02168	2476	bs-3413R	Old	SHC_pY317	-0.55818
AGID00376	2241	3397	Set179	SHP2	-0.960551
AGID00183	1180	3751	Old	SHP2_pY542	-0.12783
AGID02208	2570	ab8120	Set179	SIRP-alpha	-0.9467767
AGID00222	1133	sc-99002	Old	SLC1A5	NA
AGID00255	1411	sc-136891	Set179	Slfn11	-0.3241952
AGID00064	610	2954	Old	SMAC	0.10659
AGID00113	922	1649-1/ab33902	Old	SMAD1	-1.2827
AGID00091	796	1735-1/ab40854	Old	SMAD3	2.1049
AGID02160	2467	46535	Old	SMAD4	-0.012803
AGID00065	616	3895	Old	SNAIL	0.040869
AGID00325	1818	4266	Set179	SOD1	1.081993
AGID00380	1328	13141	Set179	SOD2	2.473224
AGID00298	1670	2748	Set179	Sox2	-0.1174974
AGID00066	621	05-184	Old	SRC	0.17749
AGID02157	2463	6943	Old	SRC_pY416	2.6847
AGID00068	626	2105	Old	SRC_pY527	1.5663
AGID00185	1197	4904	Set179	Stat3	-1.34581
AGID00388	637	9131	Old	STAT3_pY705	0.071268
AGID00069	638	1289-1/ab32043	Old	STAT5ALPHA	-1.3738
AGID00077	718	1972-1/ab52630	Old	STATHMIN	0.27035
AGID00357	2099	13647	Set179	STING	-3.393783
AGID00128	1033	sc-1240	Old	SYK	-0.30652
AGID00070	646	05-348	Set179	Tau	-0.07287078
AGID00327	777	2149	Old	TAZ	0.31493
AGID00228	1333	7495	Set179	TFAM	1.065165
AGID00165	1140	22500002	Old	TFRC	-0.028247
AGID00149	1107	S1711/ab137573	Old	TIGAR	1.075
AGID00109	908	MS-224-P1	Old	TRANSGLUTAMINASE	0.36344
AGID00406	2370	612344	Set179	TRAP1	-0.5507695
AGID00559	2537	PA5-34561	Set179	TRIM24	0.2406335
AGID00306	1756	ab167154	Set179	TRIM25	-0.767774
AGID00426	2400	PA5-52193	Set179	TRIP13	-0.404425
AGID00155	1125	4906	Old	TSC1	-0.94509
AGID00144	1081	2044-1/ab76013	Old	TTF1	NA
AGID00071	670	1613-1/ab32554	Old	TUBERIN	-0.82724
AGID02194	2511	ab109403	Old	TUBERIN_pT1462	-0.27528
AGID00417	1842	ab173300	Set179	TUFM	-1.2344
AGID00238	1353	sc-81417	Set179	Twist	0.3927099
AGID00436	1080	5585	Set179	Tyro3	0.1069479
AGID00295	1662	5546	Set179	U-Histone-H2B	0.9563498
AGID00214	1270	HPA005651	Set179	UBAC1	0.308911
AGID00351	2020	sc-136145	Set179	UBQLN4	0.3061812
AGID00213	1267	sc-271268	Set179	UGT1A	0.3662925
AGID00284	1626	6888	Set179	ULK1_pS757	0.6889494
AGID00208	1256	MS304/ab14745	Set179	UQCRC2	-0.1118692
AGID00313	1781	13115	Set179	UVRAG	-0.1325897
AGID00073	678	3112	Set179	VASP	1.805785
AGID00184	1181	2502	Set179	VAV1	-2.024085
AGID00074	688	2479	Old	VEGFR2	-1.5
AGID00421	2394	68547	Set179	VHL	1.308034
AGID00231	1343	SAB4200080	Set179	Vinculin	-0.1283498
AGID00317	1802	4936	Set179	Wee1	-0.831932
AGID00354	2058	4910	Set179	Wee1_pS642	1.211107
AGID00285	1627	12124	Set179	WIPI1	-0.8414129
AGID00286	1628	8567	Set179	WIPI2	-0.2738418
AGID02214	2576	ab195380	Set179	WTAP	-0.5156024
AGID00133	1044	sc-32136	Old	XBP1	-0.24137
AGID00076	699	2042	Set179	XIAP	-0.7328311
AGID00241	1359	sc-56813	Set179	XPA	-1.685031
AGID00349	1354	ab3299	Set179	XPF	-0.2697668
AGID02137	2440	PA5-29359	Old	XRCC1	0.45825
AGID00088	780	sc-15407	Old	YAP	0.42994
AGID00089	782	4911	Old	YAP_pS127	0.4027
AGID00504	700	17250002	Old	YB1	-0.56417
